dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 14:38:11.484895, 
 ,1, ,2023-05-16 14:38:12.070782
2, ,2023-05-16 14:38:12.798374, 
 ,2, ,2023-05-16 14:38:13.406237
3, ,2023-05-16 14:38:14.408050, 
 ,3, ,2023-05-16 14:38:14.964447
4, ,2023-05-16 14:38:16.148255, 
 ,4, ,2023-05-16 14:38:17.140177
5, ,2023-05-16 14:38:17.847866, 
 ,5, ,2023-05-16 14:38:18.359359
6, ,2023-05-16 14:38:19.464603, 
 ,6, ,2023-05-16 14:38:20.173452
7, ,2023-05-16 14:38:20.990115, 
 ,7, ,2023-05-16 14:38:21.545994
8, ,2023-05-16 14:38:22.780122, 
 ,8, ,2023-05-16 14:38:23.560150
9, ,2023-05-16 14:38:24.549851, 
 ,9, ,2023-05-16 14:38:25.045064
10, ,2023-05-16 14:38:26.208573, 
 ,10, ,2023-05-16 14:38:26.875957
11, ,2023-05-16 14:38:27.816654, 
 ,11, ,2023-05-16 14:38:28.241561
12, ,2023-05-16 14:38:29.413264, 
 ,12, ,2023-05-16 14:38:30.130163
13, ,2023-05-16 14:38:31.173213, 
 ,13, ,2023-05-16 14:38:31.581263
14, ,2023-05-16 14:38:32.743003, 
 ,14, ,2023-05-16 14:38:33.561120
15, ,2023-05-16 14:38:34.341562, 
 ,15, ,2023-05-16 14:38:34.858323
