dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 10:56:01.030778, 
 ,1, ,2023-05-17 10:56:01.212498
2, ,2023-05-17 10:56:02.688707, 
 ,2, ,2023-05-17 10:56:03.072777
3, ,2023-05-17 10:56:04.206855, 
 ,3, ,2023-05-17 10:56:04.590907
4, ,2023-05-17 10:56:05.937036, 
 ,4, ,2023-05-17 10:56:06.321165
5, ,2023-05-17 10:56:07.452890, 
 ,5, ,2023-05-17 10:56:07.775573
6, ,2023-05-17 10:56:08.868397, 
 ,6, ,2023-05-17 10:56:09.494232
7, ,2023-05-17 10:56:10.768292, 
 ,7, ,2023-05-17 10:56:11.294699
8, ,2023-05-17 10:56:12.162871, 
 ,8, ,2023-05-17 10:56:12.648636
9, ,2023-05-17 10:56:13.902036, 
 ,9, ,2023-05-17 10:56:14.509285
