dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 16:34:39.712382, 
 ,1, ,2023-05-17 16:34:39.955307
2, ,2023-05-17 16:34:42.430400, 
 ,2, ,2023-05-17 16:34:42.672863
3, ,2023-05-17 16:34:45.046746, 
 ,3, ,2023-05-17 16:34:45.309336
4, ,2023-05-17 16:34:46.563858, 
 ,4, ,2023-05-17 16:34:46.846624
5, ,2023-05-17 16:34:48.038865, 
 ,5, ,2023-05-17 16:34:48.322173
6, ,2023-05-17 16:34:50.597083, 
 ,6, ,2023-05-17 16:34:50.838717
7, ,2023-05-17 16:34:52.456730, 
 ,7, ,2023-05-17 16:34:52.699609
8, ,2023-05-17 16:34:53.729298, 
 ,8, ,2023-05-17 16:34:53.971676
9, ,2023-05-17 16:34:56.516899, 
 ,9, ,2023-05-17 16:34:56.799191
10, ,2023-05-17 16:34:59.182738, 
 ,10, ,2023-05-17 16:34:59.425212
11, ,2023-05-17 16:35:01.343733, 
 ,11, ,2023-05-17 16:35:01.606469
12, ,2023-05-17 16:35:03.274652, 
 ,12, ,2023-05-17 16:35:03.658410
13, ,2023-05-17 16:35:05.356860, 
 ,13, ,2023-05-17 16:35:05.679938
14, ,2023-05-17 16:35:06.649358, 
 ,14, ,2023-05-17 16:35:06.907308
15, ,2023-05-17 16:35:09.840446, 
 ,15, ,2023-05-17 16:35:10.143799
16, ,2023-05-17 16:35:12.195870, 
 ,16, ,2023-05-17 16:35:12.600219
17, ,2023-05-17 16:35:13.145304, 
 ,17, ,2023-05-17 16:35:13.469262
18, ,2023-05-17 16:35:15.367541, 
 ,18, ,2023-05-17 16:35:15.650117
19, ,2023-05-17 16:35:18.147497, 
 ,19, ,2023-05-17 16:35:18.410024
20, ,2023-05-17 16:35:19.866355, 
 ,20, ,2023-05-17 16:35:20.128813
21, ,2023-05-17 16:35:20.807971, 
 ,21, ,2023-05-17 16:35:21.070071
22, ,2023-05-17 16:35:22.040051, 
 ,22, ,2023-05-17 16:35:22.486253
23, ,2023-05-17 16:35:23.859834, 
 ,23, ,2023-05-17 16:35:24.102220
24, ,2023-05-17 16:35:24.707637, 
 ,24, ,2023-05-17 16:35:25.010706
