latency,RSSI,TIMESTAMP,Predicted Drops
1.0,-94.0,0.0,0
245.0,-95.0,0.3584429999973508,0
272.0,-100.0,0.6335449999969569,0
18.0,-101.0,0.9465140000029352,0
67.0,-95.0,1.305464999997639,0
211.0,-95.0,1.647941000002902,0
247.0,-102.0,1.9612940000006347,0
5.0,-104.0,2.245230000000447,0
4.0,-94.0,2.573723000001337,0
204.0,-97.0,2.919730000001437,0
277.0,-101.0,3.2323689999975613,0
34.0,-102.0,3.5328220000010333,0
82.0,-95.0,3.868667000002461,0
191.0,-97.0,4.205322000001615,0
266.0,-101.0,4.514695999998367,0
32.0,-101.0,4.814902999998594,0
101.0,-93.0,5.2237850000019534,0
209.0,-99.0,5.546395999997912,0
257.0,-101.0,5.852148999998462,0
19.0,-101.0,6.171800000003714,0
114.0,-92.0,6.506339999999909,0
233.0,-96.0,6.868268999998691,0
268.0,-105.0,7.168509000002814,0
4.0,-100.0,7.49583100000018,0
104.0,-94.0,7.822285000002012,0
208.0,-98.0,8.15196200000355,0
264.0,-102.0,8.455432000002475,0
33.0,-102.0,8.76534299999912,0
111.0,-92.0,9.105845999998564,0
201.0,-95.0,9.448938000001364,0
272.0,-104.0,9.778080000003683,0
6.0,-103.0,10.103774000002886,0
103.0,-94.0,10.451473000000988,0
238.0,-99.0,10.80920299999707,0
234.0,-103.0,11.11848199999804,0
35110.0,-99.0,11.457799999996496,1
116.0,-91.0,11.830267999997886,0
263.0,-100.0,12.161791999998968,0
193.0,-103.0,12.462164999997183,0
35092.0,-99.0,12.803998000003048,1
143.0,-89.0,13.156850999999731,0
283.0,-100.0,13.488405999996758,0
191.0,-105.0,13.77137400000356,0
11.0,-98.0,14.129680999998527,0
130.0,-93.0,14.463777999997546,0
272.0,-99.0,14.78517699999793,0
191.0,-104.0,15.067660000000616,0
35054.0,-99.0,15.381265999996684,1
131.0,-90.0,15.74111200000334,0
285.0,-99.0,16.082721999999194,0
159.0,-105.0,16.373744999997143,0
3.0,-98.0,16.70217099999718,0
134.0,-92.0,17.06680100000085,0
281.0,-99.0,17.412303999997675,0
112.0,-102.0,17.721206000001985,0
34960.0,-99.0,18.0196369999976,1
124.0,-90.0,18.37419100000261,0
266.0,-99.0,18.722022000001743,0
135.0,-105.0,19.01542399999744,0
35056.0,-98.0,19.345781000003623,1
180.0,-92.0,19.72326700000121,0
295.0,-102.0,20.03705700000137,0
101.0,-102.0,20.3487529999984,0
34959.0,-97.0,20.68235899999854,1
185.0,-95.0,21.05062999999791,0
303.0,-102.0,21.365710999998555,0
79.0,-103.0,21.69100299999991,0
34928.0,-95.0,22.02763199999754,1
210.0,-95.0,22.38684700000158,0
280.0,-101.0,22.7311469999986,0
43.0,-101.0,23.0296989999988,0
15.0,-97.0,23.36906799999997,0
243.0,-97.0,23.73992500000168,0
279.0,-101.0,24.055977000003622,0
24.0,-102.0,24.37064300000202,0
81.0,-93.0,24.731751999999688,0
259.0,-96.0,25.10237900000357,0
254.0,-104.0,25.415573999998745,0
35077.0,-100.0,25.760848999998416,1
133.0,-90.0,26.1293399999995,0
293.0,-99.0,26.48100900000281,0
208.0,-104.0,26.78798100000131,0
35123.0,-99.0,27.15447000000131,1
183.0,-93.0,27.51335100000142,0
298.0,-102.0,27.845588999996835,0
136.0,-105.0,28.129895999998556,0
35118.0,-97.0,28.47538399999757,1
193.0,-93.0,28.827555000003485,0
267.0,-101.0,29.16215099999681,0
96.0,-103.0,29.44627800000308,0
34942.0,-97.0,29.77063099999941,1
175.0,-97.0,30.12832000000344,0
286.0,-101.0,30.448264999999083,0
131.0,-104.0,30.74634099999821,0
34943.0,-97.0,31.071710999996867,1
171.0,-90.0,31.397295000002487,0
288.0,-99.0,31.74669900000299,0
135.0,-103.0,32.024420000001555,0
14.0,-99.0,32.368475000002945,0
175.0,-91.0,32.69836000000214,0
303.0,-99.0,33.026928999999654,0
171.0,-104.0,33.32232700000168,0
35088.0,-97.0,33.65882699999929,1
178.0,-94.0,34.01346899999771,0
296.0,-101.0,34.36162100000365,0
72.0,-104.0,34.67000099999859,0
34933.0,-97.0,35.00675900000351,1
223.0,-94.0,35.37950200000341,0
280.0,-102.0,35.70030599999882,0
34.0,-104.0,36.02013099999749,0
61.0,-97.0,36.39057999999932,0
241.0,-96.0,36.76133100000152,0
265.0,-103.0,37.104645999999775,0
35124.0,-102.0,37.40410300000076,1
133.0,-93.0,37.75562099999661,0
291.0,-97.0,38.11635199999728,0
223.0,-102.0,38.42964599999687,0
35011.0,-100.0,38.7767989999993,1
168.0,-93.0,39.17910999999731,0
313.0,-101.0,39.545639000003575,0
96.0,-103.0,39.85192100000131,0
34912.0,-94.0,40.24518199999875,1
240.0,-88.0,40.61121999999887,0
310.0,-102.0,40.96025799999916,0
29.0,-100.0,41.30124500000238,0
115.0,-93.0,41.661393000002136,0
256.0,-97.0,42.02187699999922,0
214.0,-104.0,42.328481999997166,0
35042.0,-98.0,42.65713900000264,1
139.0,-89.0,43.01337200000125,0
296.0,-96.0,43.37207299999864,0
178.0,-102.0,43.69708199999877,0
4.0,-100.0,44.07617700000264,0
198.0,-91.0,44.44230999999854,0
288.0,-101.0,44.81106900000304,0
41.0,-99.0,45.15453300000081,0
105.0,-91.0,45.52986899999814,0
278.0,-98.0,45.97354300000006,0
166.0,-104.0,46.32637899999827,0
34939.0,-97.0,46.68708000000333,1
217.0,-94.0,47.05692799999815,0
291.0,-101.0,47.40212299999985,0
87.0,-102.0,47.69663500000024,0
76.0,-95.0,48.0757769999982,0
242.0,-96.0,48.46369599999889,0
266.0,-104.0,48.791142000001855,0
35104.0,-100.0,49.14322900000116,1
159.0,-91.0,49.548203999998805,0
304.0,-98.0,49.91769699999713,0
123.0,-103.0,50.24649499999941,0
35117.0,-96.0,50.62079800000356,1
200.0,-94.0,50.97690600000351,0
287.0,-102.0,51.30749300000025,0
16.0,-103.0,51.6216940000013,0
71.0,-95.0,51.98309999999765,0
248.0,-94.0,52.34296000000177,0
246.0,-102.0,52.67011300000013,0
35116.0,-101.0,53.03387600000133,1
137.0,-92.0,53.42136300000129,0
293.0,-100.0,53.77892499999871,0
130.0,-104.0,54.09650700000202,0
34930.0,-98.0,54.47248799999943,1
208.0,-92.0,54.90815299999667,0
250.0,-100.0,55.26880800000072,0
35093.0,-99.0,55.6309540000002,1
148.0,-90.0,56.026395000000775,0
286.0,-99.0,56.41530900000362,0
99.0,-103.0,56.74364900000364,0
34853.0,-96.0,57.15507000000071,1
221.0,-98.0,57.54287900000054,0
236.0,-103.0,57.89853399999993,0
35045.0,-99.0,58.25684999999794,1
156.0,-91.0,58.64661299999716,0
303.0,-102.0,59.00157300000137,0
91.0,-102.0,59.360734000001685,0
30.0,-94.0,59.780315999996674,0
268.0,-97.0,60.19496899999649,0
238.0,-103.0,60.569345999996585,0
35123.0,-97.0,60.97259699999995,1
219.0,-94.0,61.40365400000155,0
271.0,-102.0,61.80576899999869,0
35090.0,-99.0,62.22261099999741,1
183.0,-93.0,62.62150700000348,0
274.0,-100.0,63.031214000002365,0
5.0,-100.0,63.415445999999065,0
159.0,-93.0,63.85750099999859,0
292.0,-102.0,64.25016399999731,0
54.0,-102.0,64.63392400000157,0
108.0,-94.0,65.07918999999674,0
277.0,-100.0,65.53061999999773,0
53.0,-106.0,65.92846100000315,0
105.0,-91.0,66.36422499999753,0
289.0,-99.0,66.78712400000222,0
113.0,-103.0,67.17658500000107,0
87.0,-92.0,67.63642100000288,0
254.0,-99.0,68.06374199999846,0
111.0,-104.0,68.46695400000317,0
48.0,-94.0,68.92850999999791,0
249.0,-98.0,69.37385699999868,0
107.0,-104.0,69.76297799999884,0
34842.0,-95.0,70.18800899999769,1
234.0,-99.0,70.62969999999768,0
130.0,-105.0,71.02237700000114,0
34868.0,-96.0,71.44787799999904,1
258.0,-97.0,71.87978399999702,0
231.0,-105.0,72.25271300000168,0
35125.0,-97.0,72.65393600000243,1
189.0,-94.0,73.09156300000177,0
253.0,-104.0,73.50631499999872,0
35033.0,-98.0,73.90641499999765,1
201.0,-92.0,74.38094100000308,0
279.0,-100.0,74.68840500000078,0
