RSSI,latency var.,TIMESTAMP,Drop?
-95,2576,34.65656100000342,0
-101,2597,34.982076000000234,0
-101,2643,35.301628000001074,0
-98,2662,35.63144000000466,0
-103,2694,35.897947999997996,0
-95,2707,36.18898300000001,0
-103,2729,36.52097199999844,0
-93,2696,36.82232400000066,0
-104,2701,37.115230000003066,0
-98,2657,37.47424899999896,0
-99,2694,37.781112000004214,0
-101,2711,38.10170099999959,0
-97,2652,38.38307999999961,0
-103,2588,38.70597999999882,0
-93,2605,39.029003000003286,0
-104,2627,39.34475000000384,0
-95,2550,39.61054300000251,0
-103,2530,39.88452800000232,0
-99,2557,40.274499999999534,0
-101,2575,40.559736000002886,0
-100,2530,40.88530800000444,0
-100,2526,41.13065600000118,0
-101,2528,41.45212800000445,0
-97,2543,41.78027400000428,0
-102,2573,42.09477200000401,0
-95,2574,42.49401400000352,0
-104,2655,42.88556300000346,0
-103,2700,43.17654400000174,0
-94,2607,43.481823000001896,0
-103,2516,43.81636399999843,0
-94,2447,44.14046600000438,0
-104,2442,44.43704799999978,0
-99,2393,44.767094000002544,0
-100,2426,45.069125000001804,0
-99,2447,45.323975999999675,0
-100,2466,45.61518300000171,0
-101,2447,45.931893000000855,0
-96,2474,46.28424400000222,0
-104,2522,46.547811000004,0
-93,2566,46.852624999999534,0
-104,2601,47.15689399999974,0
-93,2493,47.4644380000027,0
-105,2440,47.78244600000471,0
-100,2425,48.161104999999225,0
-96,2480,48.529888000004576,0
-103,2536,48.83147000000463,0
-95,2531,49.150023000001966,0
-103,2549,49.470572999998694,0
-97,2531,49.775581000001694,0
-102,2524,50.06101299999864,0
-103,2482,50.42882500000269,0
-95,2456,50.7529760000034,0
-104,2447,51.05040600000211,0
-97,2406,51.44907200000307,0
-102,2415,51.77738400000089,0
-99,2401,52.054221999998845,0
-99,2381,52.372395999998844,0
-100,2344,52.64628700000321,0
-98,2378,52.97101300000213,0
-100,2425,53.28511199999775,0
-91,2422,53.6165370000017,0
-104,2433,53.905782000001636,0
-93,2382,54.22592299999815,0
-102,2432,54.59384500000306,0
-101,2475,54.897250000001804,0
-95,2468,55.262651999997615,0
-104,2534,55.64994899999874,0
-97,2602,55.955644000001485,0
-99,2623,56.31119300000137,0
-102,2564,56.59261200000037,0
-97,2591,56.92071399999986,0
-104,2614,57.207437000004575,0
-93,2537,57.519859,0
-105,2497,57.84148699999787,0
-96,2476,58.168256000004476,0
-101,2520,58.41287700000248,0
-96,2551,58.698528000000806,0
-102,2580,58.97474499999953,0
-97,2536,59.3163429999986,0
-100,2524,59.585628000000725,0
-99,2496,59.87355000000389,0
-101,2551,60.193350000001374,0
-101,2595,60.4730120000022,0
-94,2602,60.83899499999825,0
-103,2600,61.06376399999863,0
-94,2518,61.39615400000184,0
-105,2499,61.68222899999819,0
-94,2514,62.01790600000095,0
-104,2561,62.32417700000224,0
-102,2532,62.72578100000101,0
-104,2525,63.01612100000057,0
-101,2516,63.33023800000228,0
-91,2566,63.6971210000047,0
-103,2594,64.00774000000092,0
-96,2556,64.31501600000047,0
-99,2589,64.6347969999988,0
-100,2606,64.91728600000351,0
-102,2551,65.2485119999983,0
-103,2500,65.54469200000312,0
-99,2589,65.84481400000368,0
-103,2682,66.1401079999996,0
-91,2646,66.46421900000132,0
-103,2650,66.75327300000208,0
-95,2718,67.10461899999791,0
-104,2760,67.42256900000211,0
-99,2674,67.76788400000078,0
-98,2625,68.05378600000404,0
-102,2603,68.33589400000346,0
-96,2573,68.665992000002,0
-103,2556,68.95224600000074,0
-93,2504,69.27945400000317,0
-102,2494,69.59653500000422,0
-97,2440,69.93541299999924,0
-100,2422,70.27799700000469,0
-99,2374,70.55266300000221,0
-98,2352,70.89739199999894,0
-104,2348,71.19540499999857,0
-93,2389,71.51802999999927,0
-103,2438,71.80936099999963,0
-96,2426,72.11160699999891,0
-102,2508,72.44518100000278,0
-99,2566,72.78931400000147,0
