dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-10 11:24:09.545755, 
 ,1, ,2023-05-10 11:24:09.718501
2, ,2023-05-10 11:24:10.716369, 
 ,2, ,2023-05-10 11:24:10.855435
3, ,2023-05-10 11:24:19.730194, 
 ,3, ,2023-05-10 11:24:19.950784
4, ,2023-05-10 11:24:23.707454, 
 ,4, ,2023-05-10 11:24:23.953982
5, ,2023-05-10 11:24:24.937491, 
 ,5, ,2023-05-10 11:24:25.063503
6, ,2023-05-10 11:24:32.783951, 
 ,6, ,2023-05-10 11:24:32.957146
7, ,2023-05-10 11:24:34.110539, 
 ,7, ,2023-05-10 11:24:34.314191
8, ,2023-05-10 11:24:39.319321, 
 ,8, ,2023-05-10 11:24:39.538614
9, ,2023-05-10 11:24:41.845162, 
 ,9, ,2023-05-10 11:24:42.017879
10, ,2023-05-10 11:24:43.234557, 
 ,10, ,2023-05-10 11:24:43.407856
11, ,2023-05-10 11:24:45.762317, 
 ,11, ,2023-05-10 11:24:45.936043
12, ,2023-05-10 11:24:48.316838, 
 ,12, ,2023-05-10 11:24:48.503997
13, ,2023-05-10 11:24:54.855313, 
 ,13, ,2023-05-10 11:24:55.073915
14, ,2023-05-10 11:24:57.429325, 
 ,14, ,2023-05-10 11:24:57.584088
15, ,2023-05-10 11:25:06.579763, 
 ,15, ,2023-05-10 11:25:06.800941
16, ,2023-05-10 11:25:09.206096, 
 ,16, ,2023-05-10 11:25:09.330155
17, ,2023-05-10 11:25:14.389606, 
 ,17, ,2023-05-10 11:25:14.576881
18, ,2023-05-10 11:25:15.731311, 
 ,18, ,2023-05-10 11:25:15.872595
19, ,2023-05-10 11:25:23.508933, 
 ,19, ,2023-05-10 11:25:23.714029
20, ,2023-05-10 11:25:30.033522, 
 ,20, ,2023-05-10 11:25:30.255138
21, ,2023-05-10 11:25:31.264582, 
 ,21, ,2023-05-10 11:25:31.422443
22, ,2023-05-10 11:25:37.754168, 
 ,22, ,2023-05-10 11:25:37.909570
23, ,2023-05-10 11:25:48.228504, 
 ,23, ,2023-05-10 11:25:48.369134
