dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 11:02:10.049531, 
 ,1, ,2023-05-16 11:02:10.343342
2, ,2023-05-16 11:02:11.750466, 
 ,2, ,2023-05-16 11:02:12.375865
3, ,2023-05-16 11:02:13.932301, 
 ,3, ,2023-05-16 11:02:14.166269
4, ,2023-05-16 11:02:15.544621, 
 ,4, ,2023-05-16 11:02:15.876299
5, ,2023-05-16 11:02:17.312722, 
 ,5, ,2023-05-16 11:02:17.577037
6, ,2023-05-16 11:02:18.844529, 
 ,6, ,2023-05-16 11:02:19.653750
7, ,2023-05-16 11:02:21.223267, 
 ,7, ,2023-05-16 11:02:21.841682
8, ,2023-05-16 11:02:23.308303, 
 ,8, ,2023-05-16 11:02:23.671884
9, ,2023-05-16 11:02:24.897292, 
 ,9, ,2023-05-16 11:02:25.918661
10, ,2023-05-16 11:02:27.334299, 
 ,10, ,2023-05-16 11:02:27.616965
11, ,2023-05-16 11:02:28.891394, 
 ,11, ,2023-05-16 11:02:29.660088
12, ,2023-05-16 11:02:31.200148, 
 ,12, ,2023-05-16 11:02:31.483142
13, ,2023-05-16 11:02:32.715413, 
 ,13, ,2023-05-16 11:02:33.640998
14, ,2023-05-16 11:02:35.140702, 
 ,14, ,2023-05-16 11:02:35.444156
15, ,2023-05-16 11:02:36.435074, 
16, ,2023-05-16 11:02:36.697457, 
