dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-20 12:07:50.543317, 
 ,1, ,2023-03-20 12:07:51.190233
2, ,2023-03-20 12:08:05.007372, 
 ,2, ,2023-03-20 12:08:05.776580
3, ,2023-03-20 12:08:19.795259, 
 ,3, ,2023-03-20 12:08:20.321120
4, ,2023-03-20 12:08:33.884703, 
 ,4, ,2023-03-20 12:08:34.943365
5, ,2023-03-20 12:08:48.911751, 
 ,5, ,2023-03-20 12:08:50.057820
6, ,2023-03-20 12:09:03.533178, 
 ,6, ,2023-03-20 12:09:04.603098
7, ,2023-03-20 12:09:18.451323, 
 ,7, ,2023-03-20 12:09:19.776734
