dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 15:39:57.262558, 
 ,1, ,2023-05-16 15:39:58.259590
2, ,2023-05-16 15:40:00.566183, 
 ,2, ,2023-05-16 15:40:00.657636
3, ,2023-05-16 15:40:02.349706, 
 ,3, ,2023-05-16 15:40:03.267492
4, ,2023-05-16 15:40:04.962439, 
 ,4, ,2023-05-16 15:40:06.129049
5, ,2023-05-16 15:40:08.000068, 
 ,5, ,2023-05-16 15:40:08.900848
6, ,2023-05-16 15:40:10.769350, 
 ,6, ,2023-05-16 15:40:11.734114
7, ,2023-05-16 15:40:13.614121, 
 ,7, ,2023-05-16 15:40:14.504918
8, ,2023-05-16 15:40:16.218396, 
 ,8, ,2023-05-16 15:40:17.103256
9, ,2023-05-16 15:40:19.049278, 
 ,9, ,2023-05-16 15:40:19.961403
10, ,2023-05-16 15:40:21.759134, 
 ,10, ,2023-05-16 15:40:22.601996
11, ,2023-05-16 15:40:24.418984, 
 ,11, ,2023-05-16 15:40:25.289199
12, ,2023-05-16 15:40:26.963816, 
 ,12, ,2023-05-16 15:40:27.892604
13, ,2023-05-16 15:40:29.712383, 
 ,13, ,2023-05-16 15:40:30.584608
14, ,2023-05-16 15:40:32.436109, 
 ,14, ,2023-05-16 15:40:33.471311
 ,15, ,2023-05-16 15:40:36.176102
