raw latency,RSSI,filtered latency,TIMESTAMP,Drop?
3002,-101,1918,255.56535900000017,0
2736,-93,1990,255.8858889999974,0
1490,-100,1964,256.22385299999587,0
2132,-103,1928,256.5883580000009,0
3894,-89,2107,256.94183599999815,0
1776,-100,2138,257.3239029999968,0
1316,-100,2085,257.66956299999583,0
2390,-92,2085,258.03884899999684,0
1922,-102,2073,258.3846970000013,0
2690,-99,2089,258.73712499999965,0
2286,-97,2130,259.07458300000144,0
2176,-102,2121,259.407686999999,0
1942,-92,2117,259.7810399999944,0
1790,-100,2081,260.17525799999567,0
1700,-102,2030,260.5191229999982,0
2236,-93,2036,260.8932080000013,0
2180,-103,2055,261.23670399999537,0
2398,-101,2078,261.5979029999944,0
2603,-91,2136,261.9426749999984,0
2242,-103,2141,262.3866779999953,0
1702,-104,2120,262.8280939999968,0
1540,-100,2073,263.2743069999997,0
1720,-93,2043,263.6182520000002,0
1182,-103,1988,263.94204999999783,0
1286,-97,1936,264.3069780000005,0
2372,-95,1960,264.7403919999997,0
1286,-101,1898,265.20412699999724,0
1506,-103,1849,265.6378399999958,0
2072,-96,1849,266.02416699999594,0
2400,-91,1920,266.38093500000105,0
2056,-102,1939,266.7046369999953,0
1802,-93,1955,267.08958699999494,0
1640,-92,1908,267.55586200000107,0
1320,-99,1851,268.0114719999983,0
1502,-103,1808,268.433137,0
1186,-104,1784,268.9065189999965,0
2050,-93,1756,269.3699720000004,0
2562,-90,1846,269.8345760000011,0
1840,-92,1850,270.31988199999614,0
1882,-103,1832,270.73333399999683,0
1290,-103,1806,271.117671,0
1842,-93,1801,271.47034999999596,0
1460,-99,1774,271.91450199999963,0
2192,-106,1809,272.3775409999944,0
1582,-99,1804,272.7910989999946,0
1562,-95,1802,273.2543299999961,0
1912,-92,1813,273.776801,0
1170,-96,1755,274.1510049999997,0
1732,-99,1758,274.4407809999975,0
1792,-92,1768,274.8376700000008,0
2290,-103,1765,275.16014200000063,0
1722,-96,1807,275.53399999999965,0
1960,-93,1805,275.8985609999945,0
2086,-103,1821,276.2112280000001,0
2422,-93,1847,276.5851780000012,0
2702,-102,1911,276.8988729999983,0
2399,-99,1927,277.27037500000006,0
3147,-93,2019,277.5981780000002,0
1260,-104,2033,277.92980199999874,0
872,-96,1935,278.33859400000074,0
1650,-93,1894,278.8578219999981,0
2002,-90,1862,279.3429729999989,0
