dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 11:28:36.144286, 
 ,1, ,2023-05-17 11:28:36.588134
2, ,2023-05-17 11:28:37.800519, 
 ,2, ,2023-05-17 11:28:38.067560
3, ,2023-05-17 11:28:39.161338, 
 ,3, ,2023-05-17 11:28:39.467926
4, ,2023-05-17 11:28:40.694337, 
 ,4, ,2023-05-17 11:28:41.580585
5, ,2023-05-17 11:28:42.787254, 
 ,5, ,2023-05-17 11:28:42.932621
6, ,2023-05-17 11:28:44.182162, 
 ,6, ,2023-05-17 11:28:44.639033
7, ,2023-05-17 11:28:45.747376, 
 ,7, ,2023-05-17 11:28:46.271264
8, ,2023-05-17 11:28:47.144813, 
 ,8, ,2023-05-17 11:28:47.797453
