dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-10 11:19:23.426485, 
 ,1, ,2023-05-10 11:19:23.658890
2, ,2023-05-10 11:19:24.471762, 
 ,2, ,2023-05-10 11:19:24.645141
3, ,2023-05-10 11:19:26.555709, 
 ,3, ,2023-05-10 11:19:26.726376
4, ,2023-05-10 11:19:27.760359, 
 ,4, ,2023-05-10 11:19:27.980105
5, ,2023-05-10 11:19:28.884439, 
 ,5, ,2023-05-10 11:19:29.025320
6, ,2023-05-10 11:19:31.097699, 
 ,6, ,2023-05-10 11:19:31.319530
7, ,2023-05-10 11:19:32.230335, 
 ,7, ,2023-05-10 11:19:32.403091
8, ,2023-05-10 11:19:33.317457, 
 ,8, ,2023-05-10 11:19:33.460605
9, ,2023-05-10 11:19:34.406692, 
 ,9, ,2023-05-10 11:19:34.530476
10, ,2023-05-10 11:19:35.471333, 
 ,10, ,2023-05-10 11:19:35.707771
11, ,2023-05-10 11:19:36.554169, 
 ,11, ,2023-05-10 11:19:36.822337
12, ,2023-05-10 11:19:37.683814, 
 ,12, ,2023-05-10 11:19:37.839241
13, ,2023-05-10 11:19:38.777178, 
 ,13, ,2023-05-10 11:19:39.106979
14, ,2023-05-10 11:19:40.072348, 
 ,14, ,2023-05-10 11:19:40.367371
15, ,2023-05-10 11:19:41.353454, 
 ,15, ,2023-05-10 11:19:41.493379
16, ,2023-05-10 11:19:42.337220, 
 ,16, ,2023-05-10 11:19:42.557008
17, ,2023-05-10 11:19:43.356264, 
 ,17, ,2023-05-10 11:19:43.590746
18, ,2023-05-10 11:19:44.531278, 
 ,18, ,2023-05-10 11:19:44.687068
19, ,2023-05-10 11:19:45.597433, 
 ,19, ,2023-05-10 11:19:45.817682
20, ,2023-05-10 11:19:46.790774, 
 ,20, ,2023-05-10 11:19:47.023710
21, ,2023-05-10 11:19:47.913318, 
 ,21, ,2023-05-10 11:19:48.085784
22, ,2023-05-10 11:19:49.051370, 
 ,22, ,2023-05-10 11:19:49.239520
23, ,2023-05-10 11:19:50.154836, 
 ,23, ,2023-05-10 11:19:50.530367
24, ,2023-05-10 11:19:51.231652, 
 ,24, ,2023-05-10 11:19:51.403390
25, ,2023-05-10 11:19:52.373496, 
 ,25, ,2023-05-10 11:19:52.592902
26, ,2023-05-10 11:19:53.449946, 
 ,26, ,2023-05-10 11:19:53.682652
27, ,2023-05-10 11:19:54.573597, 
 ,27, ,2023-05-10 11:19:54.728243
28, ,2023-05-10 11:19:55.673592, 
 ,28, ,2023-05-10 11:19:55.844887
29, ,2023-05-10 11:19:56.835824, 
 ,29, ,2023-05-10 11:19:57.039338
30, ,2023-05-10 11:19:57.965648, 
 ,30, ,2023-05-10 11:19:58.281205
 ,31, ,2023-05-10 11:19:59.237332
31, ,2023-05-10 11:20:00.176368, 
 ,32, ,2023-05-10 11:20:00.411302
32, ,2023-05-10 11:20:01.206973, 
 ,33, ,2023-05-10 11:20:01.519417
33, ,2023-05-10 11:20:02.423329, 
 ,34, ,2023-05-10 11:20:02.670864
34, ,2023-05-10 11:20:03.343996, 
 ,35, ,2023-05-10 11:20:03.593207
35, ,2023-05-10 11:20:04.497843, 
 ,36, ,2023-05-10 11:20:04.686448
36, ,2023-05-10 11:20:05.750416, 
 ,37, ,2023-05-10 11:20:06.079504
37, ,2023-05-10 11:20:07.000276, 
 ,38, ,2023-05-10 11:20:07.172113
38, ,2023-05-10 11:20:07.993001, 
 ,39, ,2023-05-10 11:20:08.261197
39, ,2023-05-10 11:20:09.189353, 
 ,40, ,2023-05-10 11:20:09.361482
40, ,2023-05-10 11:20:10.269265, 
 ,41, ,2023-05-10 11:20:10.503212
41, ,2023-05-10 11:20:11.360999, 
 ,42, ,2023-05-10 11:20:11.610687
42, ,2023-05-10 11:20:12.482746, 
 ,43, ,2023-05-10 11:20:12.685851
43, ,2023-05-10 11:20:13.514237, 
 ,44, ,2023-05-10 11:20:13.793436
44, ,2023-05-10 11:20:14.617941, 
 ,45, ,2023-05-10 11:20:14.899827
45, ,2023-05-10 11:20:15.792064, 
 ,46, ,2023-05-10 11:20:16.058219
46, ,2023-05-10 11:20:16.873981, 
 ,47, ,2023-05-10 11:20:17.234926
47, ,2023-05-10 11:20:18.084187, 
 ,48, ,2023-05-10 11:20:18.328199
48, ,2023-05-10 11:20:19.133868, 
 ,49, ,2023-05-10 11:20:19.401610
49, ,2023-05-10 11:20:20.149570, 
 ,50, ,2023-05-10 11:20:20.460761
50, ,2023-05-10 11:20:21.351470, 
 ,51, ,2023-05-10 11:20:21.627238
51, ,2023-05-10 11:20:23.009947, 
 ,52, ,2023-05-10 11:20:23.195820
52, ,2023-05-10 11:20:24.041123, 
 ,53, ,2023-05-10 11:20:24.213501
53, ,2023-05-10 11:20:24.930424, 
 ,54, ,2023-05-10 11:20:25.241360
54, ,2023-05-10 11:20:26.007757, 
 ,55, ,2023-05-10 11:20:26.164531
55, ,2023-05-10 11:20:26.991612, 
 ,56, ,2023-05-10 11:20:27.239967
56, ,2023-05-10 11:20:28.255424, 
57, ,2023-05-10 11:20:29.287844, 
 ,57, ,2023-05-10 11:20:29.535792
