raw latency,RSSI,filtered latency,TIMESTAMP,Drop?
4252,-100,6903,0.0,0
12262,-96,7229,0.30692200000339653,0
4270,-91,7223,0.5692110000018147,0
5732,-94,7000,0.8357680000044638,0
5252,-102,6940,1.1114110000053188,0
3252,-100,6644,1.3952019999996992,1
14392,-98,7086,1.6797260000021197,1
2692,-90,7020,1.9929980000015348,0
7230,-98,6896,2.309456000002683,0
3992,-104,6798,2.619415000001027,0
11730,-98,6774,2.9826590000011493,1
11156,-93,7359,3.2763190000041504,0
5006,-94,7156,3.5984729999981937,0
8452,-103,7215,3.8651190000018687,0
2370,-103,7018,4.118503999998211,0
13780,-98,7210,4.4105320000016945,1
5100,-92,7421,4.695312000003469,0
6920,-92,7291,4.972034999998868,0
7632,-101,7441,5.245722999999998,0
3180,-102,7138,5.520280000004277,0
13796,-100,7323,5.825061000003188,1
7190,-93,7689,6.107190000002447,0
7840,-97,7517,6.411944999999832,0
7990,-101,7602,6.678213999999571,0
3606,-103,7259,6.921288000005006,1
14432,-100,7493,7.197876999998698,1
6382,-92,7778,7.482855000002019,0
8810,-93,7676,7.7780560000028345,0
6616,-103,7692,8.042819000002055,0
1630,-105,7261,8.305333000003884,0
12186,-99,7333,8.612505000004603,1
7942,-89,7663,8.93726500000048,0
7562,-98,7496,9.213181999999506,0
4016,-101,7406,9.47806600000331,0
3632,-105,7135,9.78066100000433,1
16285,-99,7597,10.056451000004017,0
4434,-89,7707,10.359385000003385,0
9778,-96,7662,10.645921000003,0
5512,-105,7671,10.91080299999885,0
3926,-102,7328,11.183077000001504,1
14509,-94,7727,11.500209999998333,0
4384,-91,7729,11.825602000004437,0
9410,-97,7720,12.090644000003522,0
2412,-104,7598,12.343121999998402,0
4540,-104,7315,12.61926400000084,1
13498,-94,7697,12.912758999998914,0
4118,-92,7618,13.207413000003726,0
8532,-100,7619,13.524757999999565,0
3472,-103,7490,13.778598000004422,0
5972,-99,7155,14.06220900000335,1
13152,-97,7589,14.357242999998562,0
3032,-89,7476,14.651495999998588,0
6802,-101,7380,14.986151000004611,0
2366,-103,7124,15.291484000001219,0
12886,-99,7224,15.656009999998787,1
3126,-89,7383,15.988961000002746,0
6202,-98,7156,16.291644000004453,0
5102,-102,7090,16.55775200000062,0
4032,-102,6821,16.821066000004066,0
14646,-99,7081,17.12475899999845,1
3147,-89,7188,17.410228000000643,0
7336,-99,7012,17.69257700000162,0
6080,-105,7023,17.95930000000226,0
5642,-101,6824,18.27824200000032,1
13766,-96,7274,18.564954000001308,0
3382,-91,7039,18.858626000001095,0
7312,-99,6997,19.173696000005293,0
2482,-105,6794,19.46141300000454,0
11188,-100,6837,19.75468700000056,1
10365,-94,7329,20.06073800000013,0
6527,-94,7162,20.35587900000246,0
9537,-101,7359,20.66923500000121,0
3160,-102,7123,20.963659000000916,0
17090,-97,7527,21.31854200000089,1
5116,-92,7542,21.650774000001547,0
9639,-99,7646,21.996710999999777,0
2523,-102,7411,22.271784000004118,0
13610,-98,7502,22.566939000003913,1
6846,-92,7812,22.884172999998555,0
9510,-92,7727,23.157815999999002,0
4560,-101,7768,23.451015999999072,0
1402,-103,7438,23.735033000004478,1
14896,-98,7581,24.06242000000202,1
4160,-93,7856,24.406467000000703,0
8702,-96,7725,24.703943000000436,0
2720,-105,7524,24.98905200000445,0
9582,-100,7426,25.263457000000926,1
12144,-95,7936,25.54724900000292,0
6476,-90,7800,25.859238000004552,0
10026,-99,7908,26.156801000004634,0
2286,-104,7664,26.4295540000021,0
10066,-98,7465,26.736797000005026,1
9806,-94,7836,27.022612000000663,0
6502,-91,7656,27.31514900000184,0
9056,-98,7750,27.601156000004266,0
1862,-102,7473,27.885912999998254,1
11832,-101,7386,28.190920000000915,0
5632,-91,7605,28.514877000001434,0
7820,-96,7435,28.840180999999575,0
