dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 15:13:12.072981, 
 ,1, ,2023-05-16 15:13:12.376559
2, ,2023-05-16 15:13:13.167232, 
 ,2, ,2023-05-16 15:13:13.470244
3, ,2023-05-16 15:13:14.229757, 
 ,3, ,2023-05-16 15:13:14.715264
4, ,2023-05-16 15:13:15.444455, 
 ,4, ,2023-05-16 15:13:15.971300
5, ,2023-05-16 15:13:16.477239, 
 ,5, ,2023-05-16 15:13:16.973764
6, ,2023-05-16 15:13:17.541878, 
 ,6, ,2023-05-16 15:13:18.026688
7, ,2023-05-16 15:13:18.755942, 
 ,7, ,2023-05-16 15:13:19.181320
8, ,2023-05-16 15:13:19.828656, 
