dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 16:54:05.177807, 
 ,1, ,2023-05-15 16:54:05.503976
2, ,2023-05-15 16:54:06.884040, 
 ,2, ,2023-05-15 16:54:07.067252
3, ,2023-05-15 16:54:07.218958, 
 ,3, ,2023-05-15 16:54:07.544262
4, ,2023-05-15 16:54:09.615262, 
 ,4, ,2023-05-15 16:54:10.122457
5, ,2023-05-15 16:54:11.872267, 
 ,5, ,2023-05-15 16:54:12.165436
6, ,2023-05-15 16:54:13.681835, 
 ,6, ,2023-05-15 16:54:14.026920
7, ,2023-05-15 16:54:15.220007, 
 ,7, ,2023-05-15 16:54:15.512475
8, ,2023-05-15 16:54:16.858626, 
 ,8, ,2023-05-15 16:54:17.162718
9, ,2023-05-15 16:54:19.215960, 
 ,9, ,2023-05-15 16:54:19.388947
10, ,2023-05-15 16:54:21.460556, 
 ,10, ,2023-05-15 16:54:21.743754
11, ,2023-05-15 16:54:24.223278, 
 ,11, ,2023-05-15 16:54:24.587858
12, ,2023-05-15 16:54:25.884962, 
 ,12, ,2023-05-15 16:54:26.139371
13, ,2023-05-15 16:54:27.318506, 
 ,13, ,2023-05-15 16:54:27.692295
