dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 10:29:57.920940, 
 ,1, ,2023-05-16 10:29:58.163805
2, ,2023-05-16 10:29:59.029024, 
 ,2, ,2023-05-16 10:29:59.405181
3, ,2023-05-16 10:30:00.046559, 
 ,3, ,2023-05-16 10:30:00.470363
4, ,2023-05-16 10:30:01.366901, 
 ,4, ,2023-05-16 10:30:01.764184
5, ,2023-05-16 10:30:02.499814, 
 ,5, ,2023-05-16 10:30:03.037908
6, ,2023-05-16 10:30:03.783720, 
 ,6, ,2023-05-16 10:30:04.106120
7, ,2023-05-16 10:30:04.842523, 
 ,7, ,2023-05-16 10:30:05.449383
8, ,2023-05-16 10:30:06.015383, 
 ,8, ,2023-05-16 10:30:06.489411
9, ,2023-05-16 10:30:07.421601, 
 ,9, ,2023-05-16 10:30:07.774207
10, ,2023-05-16 10:30:08.439397, 
 ,10, ,2023-05-16 10:30:08.966499
11, ,2023-05-16 10:30:09.783852, 
 ,11, ,2023-05-16 10:30:10.121422
12, ,2023-05-16 10:30:10.849183, 
 ,12, ,2023-05-16 10:30:11.537318
13, ,2023-05-16 10:30:12.211562, 
 ,13, ,2023-05-16 10:30:12.555408
14, ,2023-05-16 10:30:13.374988, 
 ,14, ,2023-05-16 10:30:13.923393
15, ,2023-05-16 10:30:14.509210, 
 ,15, ,2023-05-16 10:30:14.864932
16, ,2023-05-16 10:30:15.706377, 
 ,16, ,2023-05-16 10:30:16.310696
17, ,2023-05-16 10:30:16.917874, 
 ,17, ,2023-05-16 10:30:17.282029
18, ,2023-05-16 10:30:18.184160, 
 ,18, ,2023-05-16 10:30:18.710651
19, ,2023-05-16 10:30:19.359108, 
 ,19, ,2023-05-16 10:30:19.721797
20, ,2023-05-16 10:30:20.625483, 
 ,20, ,2023-05-16 10:30:20.949941
21, ,2023-05-16 10:30:21.669642, 
 ,21, ,2023-05-16 10:30:22.225733
22, ,2023-05-16 10:30:22.915548, 
 ,22, ,2023-05-16 10:30:23.260156
23, ,2023-05-16 10:30:24.072564, 
 ,23, ,2023-05-16 10:30:24.688201
24, ,2023-05-16 10:30:25.233656, 
 ,24, ,2023-05-16 10:30:25.638413
25, ,2023-05-16 10:30:26.488846, 
 ,25, ,2023-05-16 10:30:27.054262
26, ,2023-05-16 10:30:27.618271, 
 ,26, ,2023-05-16 10:30:28.185500
27, ,2023-05-16 10:30:29.215062, 
