latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
1,-90,1,-107374182,27,2023-04-24 13:49:06.613458
1,-90,1,-107374182,27,2023-04-24 13:49:06.817290
1,-90,1,-107374182,27,2023-04-24 13:49:06.988735
1,-88,1,-107374182,24,2023-04-24 13:49:07.161890
1,-88,1,-107374182,24,2023-04-24 13:49:07.365993
1,-88,1,-107374182,24,2023-04-24 13:49:07.582530
1,-89,1,-107374182,24,2023-04-24 13:49:07.787034
1,-88,1,-107374182,24,2023-04-24 13:49:07.972395
1,-91,1,-107374182,27,2023-04-24 13:49:08.146740
1,-90,1,-107374182,27,2023-04-24 13:49:08.346143
1,-90,1,-107374182,30,2023-04-24 13:49:08.534807
1,-93,1,-107374182,30,2023-04-24 13:49:08.705868
1,-93,1,-107374182,30,2023-04-24 13:49:08.905070
1,-95,1,-107374182,33,2023-04-24 13:49:09.068738
1,-94,1,-107374182,33,2023-04-24 13:49:09.234303
1,-96,1,-107374182,33,2023-04-24 13:49:09.410399
1,-98,1,-107374182,36,2023-04-24 13:49:09.592777
1,-99,1,-107374182,36,2023-04-24 13:49:09.765117
1,-100,1,-107374182,36,2023-04-24 13:49:09.935601
1,-101,1,-107374182,39,2023-04-24 13:49:10.110943
1,-101,1,-107374182,39,2023-04-24 13:49:10.281285
1,-102,1,-107374182,39,2023-04-24 13:49:10.473127
1,-102,1,-107374182,42,2023-04-24 13:49:10.657740
1,-103,1,-107374182,42,2023-04-24 13:49:10.830995
1,-104,1,-107374182,42,2023-04-24 13:49:11.018361
1,-104,1,-107374182,45,2023-04-24 13:49:11.210111
1,-103,1,-107374182,45,2023-04-24 13:49:11.392761
1,-104,1,-107374182,48,2023-04-24 13:49:11.576328
1,-104,1,-107374182,48,2023-04-24 13:49:11.822732
1,-104,1,-107374182,51,2023-04-24 13:49:12.025015
1,-104,1,-107374182,51,2023-04-24 13:49:12.212538
1,-104,1,-107374182,51,2023-04-24 13:49:12.414908
1,-104,1,-107374182,54,2023-04-24 13:49:12.589818
1,-104,1,-107374182,54,2023-04-24 13:49:12.760517
1,-104,1,-107374182,54,2023-04-24 13:49:12.951448
1,-104,1,-107374182,54,2023-04-24 13:49:13.154415
1,-104,1,-107374182,54,2023-04-24 13:49:13.330652
1,-104,1,-107374182,54,2023-04-24 13:49:13.528661
1,-104,1,-107374182,51,2023-04-24 13:49:13.733566
1,-104,1,-107374182,51,2023-04-24 13:49:13.926049
1,-104,1,-107374182,48,2023-04-24 13:49:14.099353
1,-104,1,-107374182,48,2023-04-24 13:49:14.273455
1,-104,1,-107374182,48,2023-04-24 13:49:14.441929
1,-104,1,-107374182,45,2023-04-24 13:49:14.641426
1,-104,1,-107374182,45,2023-04-24 13:49:14.834379
1,-104,1,-107374182,45,2023-04-24 13:49:15.033704
1,-103,1,-107374182,42,2023-04-24 13:49:15.212429
1,-103,1,-107374182,42,2023-04-24 13:49:15.385824
1,-102,1,-107374182,39,2023-04-24 13:49:15.560383
1,-101,1,-107374182,39,2023-04-24 13:49:15.732995
1,-102,1,-107374182,39,2023-04-24 13:49:15.912137
1,-99,1,-107374182,36,2023-04-24 13:49:16.082082
1,-98,1,-107374182,36,2023-04-24 13:49:16.285395
1,-98,1,-107374182,36,2023-04-24 13:49:16.474503
1,-97,1,-107374182,33,2023-04-24 13:49:16.648932
1,-96,1,-107374182,33,2023-04-24 13:49:16.817235
1,-97,1,-107374182,33,2023-04-24 13:49:17.007335
1,-93,1,-107374182,30,2023-04-24 13:49:17.194457
1,-93,1,-107374182,30,2023-04-24 13:49:17.368026
1,-94,1,-107374182,27,2023-04-24 13:49:17.572416
1,-90,1,-107374182,27,2023-04-24 13:49:17.748077
1,-89,1,-107374182,27,2023-04-24 13:49:17.934796
1,-88,1,-107374182,24,2023-04-24 13:49:18.125979
1,-87,1,-107374182,24,2023-04-24 13:49:18.306196
1,-88,1,-107374182,24,2023-04-24 13:49:18.474274
