latency,RSSI,TIMESTAMP,Predicted Drops
247.0,-79.0,0.0,0
249.0,-78.0,0.3521029999974416,0
243.0,-82.0,0.6691670000000158,0
245.0,-82.0,0.9856119999967632,0
246.0,-80.0,1.3016540000025998,0
217.0,-84.0,1.6021770000006654,0
244.0,-86.0,1.901254999997036,0
246.0,-82.0,2.2136350000000675,0
246.0,-87.0,2.502245000003313,0
238.0,-87.0,2.8234789999987697,0
219.0,-91.0,3.156247999999323,0
153.0,-97.0,3.48149199999898,0
98.0,-92.0,3.78952500000014,0
12.0,-97.0,4.089140999996744,1
117.0,-94.0,4.404770000001008,0
120.0,-97.0,4.704472999997961,1
44.0,-97.0,5.0053140000018175,1
0.0,-96.0,5.305741999996826,1
152.0,-97.0,5.60699900000327,0
29.0,-100.0,5.906911999998556,1
69.0,-97.0,6.207173000002513,1
220.0,-99.0,6.517776000000595,0
220.0,-101.0,6.8391259999989416,1
220.0,-103.0,7.109111999998277,1
220.0,-102.0,7.408970999997109,1
220.0,-102.0,7.692810000000463,1
220.0,-105.0,7.9932410000037635,1
220.0,-106.0,8.27984799999831,1
220.0,-106.0,8.562975000000733,1
220.0,-106.0,8.831093000000692,1
220.0,-106.0,9.131675999997242,1
220.0,-106.0,9.431854000002204,1
220.0,-106.0,9.711092999998073,1
220.0,-106.0,9.99703099999897,1
220.0,-107.0,10.32585200000176,1
220.0,-107.0,10.649043999997955,1
220.0,-103.0,10.934273999999276,1
220.0,-102.0,11.235258000000613,1
220.0,-102.0,11.577322999997705,1
220.0,-99.0,11.86768899999879,0
220.0,-101.0,12.168063999997685,1
208.0,-97.0,12.476886999997078,0
220.0,-96.0,12.778888000000734,0
141.0,-95.0,13.095855999999912,0
74.0,-93.0,13.386021999998777,1
134.0,-97.0,13.698663000002853,1
220.0,-93.0,13.976795000002312,0
153.0,-97.0,14.28096899999946,0
62.0,-94.0,14.597310999997717,1
218.0,-94.0,14.89738899999793,0
119.0,-88.0,15.222493000001124,0
177.0,-88.0,15.493650999997044,0
136.0,-87.0,15.809418999997431,0
160.0,-88.0,16.109966999996686,0
174.0,-85.0,16.44276600000012,0
214.0,-81.0,16.758845999996993,0
207.0,-84.0,17.075081000002683,0
221.0,-80.0,17.359764000000723,0
233.0,-80.0,17.65963300000294,0
238.0,-76.0,17.959906999996747,0
206.0,-75.0,18.28272599999764,0
233.0,-77.0,18.57706199999666,0
245.0,-79.0,18.90876600000047,0
237.0,-74.0,19.22440600000118,0
239.0,-72.0,19.525399999998623,0
242.0,-73.0,19.84609199999977,0
235.0,-74.0,20.14612800000032,0
238.0,-75.0,20.446571000000404,0
216.0,-75.0,20.762492000001657,0
231.0,-74.0,21.11514799999713,0
245.0,-82.0,21.404637999999977,0
236.0,-81.0,21.721551000002364,0
240.0,-82.0,22.028576999997316,0
230.0,-79.0,22.36436099999992,0
246.0,-85.0,22.66397400000278,0
228.0,-83.0,22.990155999999843,0
239.0,-88.0,23.288903000000573,0
151.0,-88.0,23.581034000002543,0
81.0,-91.0,23.901130999998717,0
51.0,-90.0,24.21285799999896,0
54.0,-88.0,24.528598999997484,0
23.0,-91.0,24.849922000001243,1
220.0,-91.0,25.17501099999936,0
188.0,-94.0,25.47026999999798,0
109.0,-97.0,25.797745000003488,1
220.0,-95.0,26.09736200000043,0
121.0,-96.0,26.46741099999781,1
177.0,-97.0,26.767909000001964,0
4.0,-101.0,27.06911499999842,1
92.0,-99.0,27.36988900000142,1
92.0,-98.0,27.670068999999785,1
92.0,-102.0,27.969617000002472,1
92.0,-102.0,28.28204199999891,1
92.0,-102.0,28.57132499999716,1
92.0,-103.0,28.88964100000157,1
92.0,-104.0,29.187525000001187,1
92.0,-104.0,29.50398700000369,1
92.0,-104.0,29.8084250000029,1
92.0,-104.0,30.12398199999734,1
92.0,-104.0,30.45763699999952,1
92.0,-104.0,30.757786000001943,1
92.0,-104.0,31.05806499999744,1
92.0,-104.0,31.331396000001405,1
92.0,-107.0,31.65830999999889,1
92.0,-104.0,31.974104000000807,1
92.0,-102.0,32.27537499999744,1
92.0,-101.0,32.576515000000654,1
92.0,-100.0,32.894985999999335,1
11.0,-100.0,33.17602900000202,1
220.0,-98.0,33.477160000002186,0
199.0,-95.0,33.794803999997384,0
38.0,-95.0,34.10919599999761,1
162.0,-94.0,34.3835390000022,0
84.0,-97.0,34.73930400000245,1
7.0,-96.0,35.05125399999815,1
186.0,-91.0,35.37849699999788,0
119.0,-92.0,35.67977000000246,0
31.0,-91.0,36.01570399999764,1
69.0,-89.0,36.35208199999761,0
73.0,-92.0,36.70615600000019,0
146.0,-85.0,37.06325300000026,0
160.0,-85.0,37.40661700000055,0
152.0,-87.0,37.69559799999843,0
165.0,-86.0,38.0285040000017,0
159.0,-85.0,38.36755599999742,0
138.0,-81.0,38.71174900000187,0
163.0,-82.0,39.011649000000034,0
156.0,-76.0,39.32861099999718,0
168.0,-83.0,39.62926400000288,0
127.0,-77.0,39.96595199999865,0
153.0,-71.0,40.3131280000016,0
166.0,-75.0,40.646027000002505,0
164.0,-76.0,40.98212000000058,0
152.0,-76.0,41.31411300000036,0
164.0,-73.0,41.6519879999978,0
159.0,-79.0,41.959012999999686,0
160.0,-79.0,42.283926999996766,0
151.0,-77.0,42.61595800000214,0
166.0,-84.0,42.94797100000142,0
169.0,-82.0,43.286784000003536,0
150.0,-82.0,43.61737700000231,0
165.0,-85.0,43.94892200000322,0
168.0,-82.0,44.26458599999751,0
170.0,-86.0,44.56949799999711,0
153.0,-86.0,44.92720700000064,0
110.0,-87.0,45.2602939999997,0
102.0,-96.0,45.57070099999692,1
56.0,-91.0,45.88734500000282,0
14.0,-91.0,46.218942999999854,1
176.0,-94.0,46.53794200000266,0
166.0,-95.0,46.8096480000022,0
109.0,-95.0,47.16179099999863,1
8.0,-95.0,47.521662999999535,1
143.0,-98.0,47.82284000000072,1
83.0,-97.0,48.12172299999656,1
220.0,-100.0,48.4369349999979,0
220.0,-100.0,48.77535799999896,0
220.0,-102.0,49.107349999998405,1
220.0,-101.0,49.42455000000336,1
220.0,-102.0,49.75662800000282,1
220.0,-104.0,50.09275999999954,1
220.0,-103.0,50.40988500000094,1
220.0,-105.0,50.7426059999998,1
220.0,-105.0,51.09535199999664,1
220.0,-105.0,51.42709599999944,1
220.0,-105.0,51.75352600000042,1
220.0,-105.0,52.08082399999694,1
220.0,-105.0,52.430318999999145,1
220.0,-105.0,52.76215300000331,1
220.0,-102.0,53.08292200000142,1
220.0,-101.0,53.39863899999909,1
220.0,-100.0,53.699375999996846,0
220.0,-99.0,54.047381999997015,0
119.0,-98.0,54.3839169999992,1
