dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 16:45:59.989409, 
 ,1, ,2023-05-16 16:46:01.574909
2, ,2023-05-16 16:46:02.837426, 
 ,2, ,2023-05-16 16:46:04.200745
3, ,2023-05-16 16:46:05.452761, 
 ,3, ,2023-05-16 16:46:06.753502
4, ,2023-05-16 16:46:07.942466, 
 ,4, ,2023-05-16 16:46:09.465192
5, ,2023-05-16 16:46:10.978367, 
 ,5, ,2023-05-16 16:46:12.290329
6, ,2023-05-16 16:46:13.663555, 
 ,6, ,2023-05-16 16:46:15.088266
7, ,2023-05-16 16:46:16.148342, 
 ,7, ,2023-05-16 16:46:17.754609
8, ,2023-05-16 16:46:18.920696, 
 ,8, ,2023-05-16 16:46:20.411378
9, ,2023-05-16 16:46:21.991723, 
 ,9, ,2023-05-16 16:46:23.447032
10, ,2023-05-16 16:46:24.742046, 
 ,10, ,2023-05-16 16:46:26.157652
11, ,2023-05-16 16:46:27.361996, 
 ,11, ,2023-05-16 16:46:28.675965
12, ,2023-05-16 16:46:29.927477, 
 ,12, ,2023-05-16 16:46:31.472703
13, ,2023-05-16 16:46:32.926923, 
 ,13, ,2023-05-16 16:46:34.363519
14, ,2023-05-16 16:46:35.737700, 
 ,14, ,2023-05-16 16:46:37.029950
15, ,2023-05-16 16:46:38.484957, 
 ,15, ,2023-05-16 16:46:39.860191
16, ,2023-05-16 16:46:41.476853, 
 ,16, ,2023-05-16 16:46:42.587245
17, ,2023-05-16 16:46:43.860576, 
 ,17, ,2023-05-16 16:46:45.337165
18, ,2023-05-16 16:46:46.772479, 
 ,18, ,2023-05-16 16:46:48.107887
19, ,2023-05-16 16:46:49.623506, 
 ,19, ,2023-05-16 16:46:51.037894
20, ,2023-05-16 16:46:52.239686, 
 ,20, ,2023-05-16 16:46:53.636798
21, ,2023-05-16 16:46:54.991918, 
 ,21, ,2023-05-16 16:46:56.598570
22, ,2023-05-16 16:46:57.710950, 
 ,22, ,2023-05-16 16:46:59.510680
