dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-04 11:09:12.274564, 
 ,1, ,2023-05-04 11:09:12.682039
2, ,2023-05-04 11:09:13.945620, 
 ,2, ,2023-05-04 11:09:14.331561
3, ,2023-05-04 11:09:16.293894, 
 ,3, ,2023-05-04 11:09:18.791065
4, ,2023-05-04 11:09:22.558451, 
 ,4, ,2023-05-04 11:09:25.551352
5, ,2023-05-04 11:09:28.962689, 
 ,5, ,2023-05-04 11:09:31.271085
6, ,2023-05-04 11:09:35.297248, 
 ,6, ,2023-05-04 11:09:37.657040
7, ,2023-05-04 11:09:38.246951, 
 ,7, ,2023-05-04 11:09:38.409525
8, ,2023-05-04 11:09:41.702153, 
 ,8, ,2023-05-04 11:09:44.120870
9, ,2023-05-04 11:09:44.588541, 
 ,9, ,2023-05-04 11:09:44.811690
10, ,2023-05-04 11:09:47.866256, 
 ,10, ,2023-05-04 11:09:50.289948
11, ,2023-05-04 11:09:50.575668, 
 ,11, ,2023-05-04 11:09:50.799676
