dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-23 17:41:56.481814, 
 ,1, ,2023-03-23 17:41:56.814053
2, ,2023-03-23 17:41:59.581679, 
 ,2, ,2023-03-23 17:42:02.711382
3, ,2023-03-23 17:42:06.296904, 
 ,3, ,2023-03-23 17:42:09.440431
4, ,2023-03-23 17:42:12.765048, 
 ,4, ,2023-03-23 17:42:15.533490
5, ,2023-03-23 17:42:18.892702, 
 ,5, ,2023-03-23 17:42:21.756020
6, ,2023-03-23 17:42:25.209611, 
 ,6, ,2023-03-23 17:42:28.014843
7, ,2023-03-23 17:42:31.501059, 
8, ,2023-03-23 17:42:37.830270, 
9, ,2023-03-23 17:42:40.439653, 
 ,7, ,2023-03-23 17:42:40.951474
