dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:30:36.622605, 
 ,1, ,2023-05-15 13:30:36.845297
2, ,2023-05-15 13:30:37.229193, 
 ,2, ,2023-05-15 13:30:37.512810
3, ,2023-05-15 13:30:38.650611, 
 ,3, ,2023-05-15 13:30:39.420642
4, ,2023-05-15 13:30:40.297418, 
 ,4, ,2023-05-15 13:30:40.519277
5, ,2023-05-15 13:30:41.003657, 
 ,5, ,2023-05-15 13:30:41.327330
6, ,2023-05-15 13:30:42.623608, 
 ,6, ,2023-05-15 13:30:42.855436
7, ,2023-05-15 13:30:43.219358, 
 ,7, ,2023-05-15 13:30:43.523021
8, ,2023-05-15 13:30:44.311340, 
 ,8, ,2023-05-15 13:30:44.553298
9, ,2023-05-15 13:30:44.977754, 
 ,9, ,2023-05-15 13:30:45.362071
10, ,2023-05-15 13:30:46.474924, 
 ,10, ,2023-05-15 13:30:46.778133
11, ,2023-05-15 13:30:47.707385, 
 ,11, ,2023-05-15 13:30:48.101665
12, ,2023-05-15 13:30:49.427705, 
 ,12, ,2023-05-15 13:30:49.879707
13, ,2023-05-15 13:30:50.436302, 
 ,13, ,2023-05-15 13:30:50.699305
14, ,2023-05-15 13:30:51.829973, 
 ,14, ,2023-05-15 13:30:52.112610
15, ,2023-05-15 13:30:53.580907, 
 ,15, ,2023-05-15 13:30:53.843521
16, ,2023-05-15 13:30:54.349819, 
 ,16, ,2023-05-15 13:30:54.523314
17, ,2023-05-15 13:30:55.828179, 
 ,17, ,2023-05-15 13:30:56.162100
