latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
334,-102,2695,-107374182,50,2023-04-11 14:49:38.022821
334,-102,2387,-107374182,50,2023-04-11 14:49:38.278617
334,-102,2247,-107374182,50,2023-04-11 14:49:38.503475
334,-102,2115,-107374182,48,2023-04-11 14:49:38.727462
334,-106,1990,-107374182,48,2023-04-11 14:49:38.960566
334,-102,1873,-107374182,46,2023-04-11 14:49:39.199426
334,-102,1763,-107374182,44,2023-04-11 14:49:39.438637
334,-102,1659,-107374182,44,2023-04-11 14:49:39.666916
195,-101,1842,-107374182,42,2023-04-11 14:49:39.903140
174,-101,2189,-107374182,40,2023-04-11 14:49:40.163782
419,-98,2656,-107374182,38,2023-04-11 14:49:40.414567
433,-98,3229,-107374182,38,2023-04-11 14:49:40.679833
436,-94,3583,-107374182,36,2023-04-11 14:49:40.916731
434,-95,3315,-107374182,34,2023-04-11 14:49:41.165071
435,-93,3123,-107374182,34,2023-04-11 14:49:41.410061
435,-90,2942,-107374182,32,2023-04-11 14:49:41.648155
434,-89,2772,-107374182,30,2023-04-11 14:49:41.890616
434,-89,2611,-107374182,30,2023-04-11 14:49:42.118500
434,-87,2460,-107374182,28,2023-04-11 14:49:42.378261
434,-85,2318,-107374182,26,2023-04-11 14:49:42.626940
433,-84,2141,-107374182,24,2023-04-11 14:49:42.904070
432,-83,1978,-107374182,22,2023-04-11 14:49:43.208238
432,-82,1828,-107374182,22,2023-04-11 14:49:43.525977
432,-81,1723,-107374182,20,2023-04-11 14:49:43.782390
433,-81,1624,-107374182,20,2023-04-11 14:49:44.047383
430,-82,1531,-107374182,22,2023-04-11 14:49:44.314132
432,-84,1416,-107374182,24,2023-04-11 14:49:44.592051
431,-85,1309,-107374182,24,2023-04-11 14:49:44.891943
429,-85,1211,-107374182,26,2023-04-11 14:49:45.182729
426,-89,1143,-107374182,28,2023-04-11 14:49:45.469071
428,-92,1057,-107374182,30,2023-04-11 14:49:45.750709
428,-92,997,-107374182,32,2023-04-11 14:49:46.015479
421,-92,923,-107374182,32,2023-04-11 14:49:46.303060
428,-93,872,-107374182,34,2023-04-11 14:49:46.571075
424,-95,823,-107374182,36,2023-04-11 14:49:46.844102
