latency,RSSI,TIMESTAMP,Drop?
350,-93,0.0,0
318,-104,0.26656399999774294,0
318,-103,0.5120199999946635,0
286,-97,0.7427069999976084,1
350,-91,0.9873119999974733,1
349,-99,1.228036999993492,0
338,-105,1.4526299999997718,0
338,-104,1.6626599999945029,1
257,-99,1.9176559999978053,1
347,-92,2.160286999998789,0
348,-96,2.4235999999946216,0
326,-103,2.645928999998432,0
326,-103,2.8683919999966747,1
288,-98,3.1495209999993676,1
348,-91,3.3924689999985276,0
346,-98,3.6282789999968372,0
331,-102,3.850483999995049,0
331,-104,4.080942999993567,1
232,-99,4.305067999994208,1
349,-93,4.576106000000436,1
347,-98,4.8085099999952945,0
331,-102,5.032764999996289,0
320,-103,5.2752979999931995,1
193,-99,5.517263999994611,1
323,-93,5.737278999993578,0
320,-96,5.9822539999950095,0
317,-103,6.225054999995336,0
288,-104,6.447328999995079,1
249,-100,6.68834099999367,1
349,-94,6.941139999995357,0
351,-96,7.143484999993234,0
348,-102,7.355429999995977,0
348,-105,7.569568999999319,1
348,-101,7.821604999997362,1
290,-95,8.051368000000366,1
299,-93,8.293562999999267,0
300,-102,8.549321999998938,0
269,-103,8.78153399999428,0
220,-101,9.022414999999455,1
320,-94,9.284929999994347,0
330,-95,9.509225999994669,0
324,-101,9.781824999998207,0
261,-103,10.033787999993365,1
220,-99,10.2590299999938,1
322,-95,10.48967999999877,1
324,-95,10.731568999995943,0
317,-103,10.964469999998983,0
323,-103,11.179024999997637,0
323,-102,11.421102999993309,1
350,-96,11.65348599999561,0
350,-93,11.883954999997513,0
347,-101,12.138218000000052,0
328,-102,12.381068999995477,1
328,-100,12.622415999998339,1
350,-96,12.864577000000281,1
351,-92,13.099023999995552,0
348,-98,13.331433999999717,0
333,-105,13.57454599999619,1
333,-103,13.837202999995498,1
336,-94,14.09922099999676,0
337,-96,14.382424999996147,0
334,-104,14.602747999997518,0
326,-105,14.826780999996117,1
234,-97,15.109956999993301,1
342,-92,15.341885999994702,0
341,-96,15.584874000000127,0
340,-102,15.8371679999982,0
340,-104,16.06970999999612,1
338,-98,16.361059999995632,1
346,-92,16.644799999994575,0
328,-100,16.95083199999499,0
349,-103,17.21157399999356,1
231,-98,17.5022570000001,1
350,-92,17.778723999996146,0
349,-97,18.0316429999948,0
350,-104,18.26202899999771,0
350,-106,18.484081999995396,1
201,-98,18.739164999999048,1
316,-93,18.97248899999977,0
311,-97,19.215846999999485,0
309,-102,19.438014999999723,0
309,-102,19.701130999994348,1
293,-96,19.95205100000021,1
349,-92,20.215628999998444,0
350,-101,20.42035699999542,0
330,-102,20.653503999994427,0
261,-102,20.886752999998862,1
227,-100,21.139203999999154,1
327,-96,21.350332999994862,0
332,-100,21.58605899999384,0
326,-101,21.798817999995663,0
333,-102,22.030268999995315,1
220,-102,22.26418399999966,1
339,-96,22.469085999997333,0
338,-93,22.702180000000226,0
339,-99,22.932380999998713,0
268,-103,23.146437999996124,1
268,-103,23.366902999994636,1
336,-100,23.600774999998976,1
348,-93,23.815256999994745,0
346,-100,24.047936999995727,0
315,-103,24.278215999998793,1
270,-103,24.502927999994427,1
270,-98,24.766114999998535,0
350,-91,25.006374999997206,0
348,-99,25.24836199999845,0
345,-103,25.462487999997393,0
345,-103,25.685030999993614,1
277,-99,25.92719099999522,1
338,-94,26.168290999994497,0
338,-97,26.402494999994815,0
332,-103,26.6441679999989,0
332,-103,26.857191999995848,1
250,-99,27.10711199999787,1
350,-93,27.331192999998166,1
349,-98,27.56304199999431,0
346,-101,27.762839999995776,0
347,-103,28.007287999993423,1
220,-102,28.21933299999364,1
303,-95,28.46030299999984,0
314,-95,28.684992999995302,0
315,-102,28.927779999998165,0
298,-103,29.150345999994897,0
298,-103,29.382802000000083,1
318,-96,29.643562999997812,0
350,-93,29.858452000000398,0
351,-100,30.10075899999356,0
350,-105,30.33137299999362,1
350,-103,30.556383999995887,1
326,-100,30.78915099999722,1
350,-94,31.0309999999954,0
350,-99,31.266332999999577,0
344,-103,31.48634299999685,0
344,-104,31.731197999994038,1
219,-96,31.95402699999977,1
348,-93,32.20690099999774,0
348,-97,32.439308999993955,0
337,-103,32.67058399999951,0
337,-104,32.88439300000027,1
264,-98,33.11673999999766,1
347,-93,33.33900899999571,1
349,-97,33.58123099999648,0
345,-102,33.814456000000064,0
325,-103,34.067168999994465,1
218,-98,34.30009499999869,1
350,-93,34.552553999994416,0
348,-96,34.784734999993816,0
338,-101,35.02757600000041,0
338,-105,35.26001299999916,1
247,-99,35.51280699999916,1
356,-94,35.754187999998976,0
357,-97,35.97609099999681,0
351,-102,36.216145999998844,0
316,-103,36.441148999998404,0
277,-100,36.70392599999468,1
349,-93,36.94645599999785,0
349,-98,37.2282189999969,0
341,-104,37.493115999997826,0
24,-103,37.763931999994384,1
337,-96,38.03985699999612,1
340,-94,38.30511899999692,0
341,-101,38.546331999998074,0
325,-103,38.797262000000046,1
233,-99,39.04118899999594,1
344,-94,39.2834939999957,0
339,-95,39.545584999999846,0
344,-102,39.758271999999124,0
323,-103,39.99020199999359,1
323,-102,40.264040999994904,1
349,-93,40.496837999999116,0
349,-95,40.74941799999942,0
331,-101,41.00239999999758,0
343,-103,41.222357999999076,0
207,-98,41.4849419999955,1
337,-91,41.72060199999396,0
337,-98,41.9329379999981,0
336,-101,42.15340699999797,0
326,-104,42.395645999997214,1
220,-103,42.65766799999983,1
315,-94,42.91085999999632,0
313,-95,43.12549299999955,0
315,-101,43.3655679999938,0
230,-103,43.58861099999922,0
230,-101,43.833771999998135,1
347,-94,44.08715099999972,0
350,-97,44.33768399999826,0
330,-102,44.60075700000016,0
343,-104,44.843566999996256,1
252,-100,45.09397599999647,1
349,-93,45.336332999999286,0
344,-98,45.5711239999946,0
335,-104,45.81192999999621,0
346,-103,46.06709299999784,1
232,-100,46.32121399999596,1
349,-91,46.58362399999896,0
349,-98,46.844113999999536,0
317,-103,47.07721599999786,0
317,-104,47.29102199999761,1
231,-99,47.56398499999341,1
349,-95,47.79724699999497,0
349,-102,48.02932199999486,0
331,-103,48.272486999994726,0
331,-104,48.52541399999609,1
310,-100,48.767923999999766,1
347,-91,49.02873299999919,0
347,-101,49.25350199999957,0
328,-105,49.46625999999378,0
328,-103,49.69803399999364,1
272,-99,49.93389899999602,1
348,-91,50.16328199999407,0
349,-96,50.37878799999453,0
350,-102,50.61047099999996,0
350,-102,50.873180999995384,1
241,-100,51.10678399999597,1
350,-92,51.40944699999818,0
348,-100,51.651725999996415,0
339,-104,51.91159999999945,0
339,-103,52.1486189999996,1
289,-96,52.40737499999523,1
293,-93,52.63057999999728,0
305,-101,52.8546309999947,0
277,-102,53.1069939999943,1
277,-102,53.340352999999595,1
290,-100,53.57272099999682,1
346,-93,53.82371399999829,0
346,-99,54.03823199999897,0
335,-103,54.250538999993296,0
335,-104,54.49335099999735,1
249,-99,54.743695999997726,1
353,-93,54.96597899999324,0
353,-98,55.21009199999389,0
351,-103,55.44165699999576,0
351,-103,55.70270199999504,1
283,-97,55.935692999999446,1
349,-92,56.16026299999794,0
350,-98,56.42106199999398,0
322,-103,56.66361199999665,0
322,-103,56.89994499999739,1
240,-98,57.170243999993545,1
302,-95,57.404850999999326,0
303,-99,57.67807999999786,0
286,-103,57.940146999993885,0
220,-103,58.213818999996874,1
277,-96,58.44584000000032,0
285,-94,58.66936199999327,0
287,-99,58.91252700000041,0
269,-104,59.14467599999625,1
269,-102,59.38695199999347,1
336,-94,59.62985299999855,0
348,-93,59.8673689999996,0
347,-100,60.11222799999814,0
337,-101,60.33722299999499,1
337,-102,60.54791399999522,1
254,-98,60.802145999994536,0
323,-91,61.03469099999347,0
320,-99,61.25755299999582,0
296,-103,61.52163599999767,1
296,-102,61.74447099999816,1
