dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 14:27:33.946672, 
 ,1, ,2023-05-16 14:27:34.249698
2, ,2023-05-16 14:27:35.078836, 
 ,2, ,2023-05-16 14:27:35.382248
3, ,2023-05-16 14:27:36.029998, 
 ,3, ,2023-05-16 14:27:36.656774
4, ,2023-05-16 14:27:37.344538, 
 ,4, ,2023-05-16 14:27:37.619566
5, ,2023-05-16 14:27:38.272913, 
 ,5, ,2023-05-16 14:27:38.890619
6, ,2023-05-16 14:27:39.489920, 
 ,6, ,2023-05-16 14:27:39.875501
7, ,2023-05-16 14:27:40.619942, 
 ,7, ,2023-05-16 14:27:41.288485
8, ,2023-05-16 14:27:41.794158, 
 ,8, ,2023-05-16 14:27:42.107697
9, ,2023-05-16 14:27:42.876968, 
 ,9, ,2023-05-16 14:27:43.583406
10, ,2023-05-16 14:27:44.088358, 
 ,10, ,2023-05-16 14:27:44.412129
11, ,2023-05-16 14:27:45.179804, 
 ,11, ,2023-05-16 14:27:45.806745
12, ,2023-05-16 14:27:46.342751, 
 ,12, ,2023-05-16 14:27:46.631244
13, ,2023-05-16 14:27:47.362969, 
 ,13, ,2023-05-16 14:27:48.040045
14, ,2023-05-16 14:27:48.488105, 
 ,14, ,2023-05-16 14:27:48.941815
15, ,2023-05-16 14:27:49.753290, 
 ,15, ,2023-05-16 14:27:50.357026
16, ,2023-05-16 14:27:51.004353, 
 ,16, ,2023-05-16 14:27:51.288165
17, ,2023-05-16 14:27:51.942154, 
 ,17, ,2023-05-16 14:27:52.653219
18, ,2023-05-16 14:27:53.299253, 
 ,18, ,2023-05-16 14:27:53.552173
19, ,2023-05-16 14:27:54.319071, 
 ,19, ,2023-05-16 14:27:54.996237
20, ,2023-05-16 14:27:55.521388, 
 ,20, ,2023-05-16 14:27:55.885020
21, ,2023-05-16 14:27:56.675573, 
 ,21, ,2023-05-16 14:27:57.300194
22, ,2023-05-16 14:27:57.824821, 
 ,22, ,2023-05-16 14:27:58.178986
23, ,2023-05-16 14:27:58.905997, 
 ,23, ,2023-05-16 14:27:59.478759
24, ,2023-05-16 14:28:00.056967, 
 ,24, ,2023-05-16 14:28:00.319428
25, ,2023-05-16 14:28:01.087395, 
 ,25, ,2023-05-16 14:28:01.825534
26, ,2023-05-16 14:28:02.270566, 
 ,26, ,2023-05-16 14:28:02.644898
27, ,2023-05-16 14:28:03.553822, 
 ,27, ,2023-05-16 14:28:04.212221
28, ,2023-05-16 14:28:04.757036, 
 ,28, ,2023-05-16 14:28:05.301507
29, ,2023-05-16 14:28:05.736817, 
 ,29, ,2023-05-16 14:28:06.162637
