dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-04-11 14:53:54.653727, 
 ,1, ,2023-04-11 14:53:54.877819
2, ,2023-04-11 14:53:55.393682, 
 ,2, ,2023-04-11 14:53:57.109962
3, ,2023-04-11 14:53:57.818182, 
 ,3, ,2023-04-11 14:53:58.518046
4, ,2023-04-11 14:53:59.245097, 
 ,4, ,2023-04-11 14:53:59.594514
5, ,2023-04-11 14:54:00.492315, 
 ,5, ,2023-04-11 14:54:00.902627
6, ,2023-04-11 14:54:01.809983, 
 ,6, ,2023-04-11 14:54:02.228252
7, ,2023-04-11 14:54:03.170436, 
 ,7, ,2023-04-11 14:54:03.555428
8, ,2023-04-11 14:54:04.443261, 
 ,8, ,2023-04-11 14:54:04.836832
9, ,2023-04-11 14:54:05.818255, 
 ,9, ,2023-04-11 14:54:06.106140
10, ,2023-04-11 14:54:07.088701, 
 ,10, ,2023-04-11 14:54:07.400271
11, ,2023-04-11 14:54:08.434735, 
 ,11, ,2023-04-11 14:54:08.729076
12, ,2023-04-11 14:54:09.761452, 
 ,12, ,2023-04-11 14:54:10.251924
13, ,2023-04-11 14:54:11.193739, 
 ,13, ,2023-04-11 14:54:11.746426
