latency,RSSI,attn1,attn2,TIMESTAMP
297,-101,-107374182,38,2023-05-16 11:21:50.418065
192,-101,-107374182,28,2023-05-16 11:21:50.683432
235,-93,-107374182,24,2023-05-16 11:21:50.936764
302,-99,-107374182,32,2023-05-16 11:21:51.188079
270,-102,-107374182,40,2023-05-16 11:21:51.440788
270,-104,-107374182,32,2023-05-16 11:21:51.663590
186,-96,-107374182,22,2023-05-16 11:21:51.945131
267,-97,-107374182,30,2023-05-16 11:21:52.219151
237,-101,-107374182,38,2023-05-16 11:21:52.441461
237,-104,-107374182,36,2023-05-16 11:21:52.693604
165,-97,-107374182,24,2023-05-16 11:21:52.966410
252,-98,-107374182,28,2023-05-16 11:21:53.268758
252,-104,-107374182,38,2023-05-16 11:21:53.550959
252,-103,-107374182,34,2023-05-16 11:21:53.834332
202,-100,-107374182,24,2023-05-16 11:21:54.076966
229,-98,-107374182,26,2023-05-16 11:21:54.328311
231,-103,-107374182,34,2023-05-16 11:21:54.553108
203,-103,-107374182,38,2023-05-16 11:21:54.785906
189,-101,-107374182,28,2023-05-16 11:21:55.079222
239,-93,-107374182,24,2023-05-16 11:21:55.334033
280,-100,-107374182,32,2023-05-16 11:21:55.594917
284,-104,-107374182,40,2023-05-16 11:21:55.841190
220,-102,-107374182,32,2023-05-16 11:21:56.083099
213,-96,-107374182,22,2023-05-16 11:21:56.348677
294,-95,-107374182,30,2023-05-16 11:21:56.582000
244,-102,-107374182,38,2023-05-16 11:21:56.815015
244,-104,-107374182,36,2023-05-16 11:21:57.046980
176,-98,-107374182,26,2023-05-16 11:21:57.319851
241,-94,-107374182,24,2023-05-16 11:21:57.559883
290,-101,-107374182,32,2023-05-16 11:21:57.794911
282,-106,-107374182,40,2023-05-16 11:21:58.005827
220,-105,-107374182,34,2023-05-16 11:21:58.220303
141,-94,-107374182,24,2023-05-16 11:21:58.493220
219,-95,-107374182,26,2023-05-16 11:21:58.736083
230,-100,-107374182,36,2023-05-16 11:21:58.988837
209,-105,-107374182,38,2023-05-16 11:21:59.221864
212,-102,-107374182,28,2023-05-16 11:21:59.473997
254,-93,-107374182,24,2023-05-16 11:21:59.770501
308,-100,-107374182,34,2023-05-16 11:22:00.020985
272,-102,-107374182,40,2023-05-16 11:22:00.253504
272,-104,-107374182,32,2023-05-16 11:22:00.485660
218,-92,-107374182,22,2023-05-16 11:22:00.769933
298,-99,-107374182,30,2023-05-16 11:22:01.011898
293,-103,-107374182,38,2023-05-16 11:22:01.232091
293,-104,-107374182,36,2023-05-16 11:22:01.456006
195,-98,-107374182,28,2023-05-16 11:22:01.708017
198,-97,-107374182,24,2023-05-16 11:22:01.938370
242,-99,-107374182,32,2023-05-16 11:22:02.173216
206,-102,-107374182,40,2023-05-16 11:22:02.416253
206,-102,-107374182,34,2023-05-16 11:22:02.636228
201,-96,-107374182,24,2023-05-16 11:22:02.880654
235,-98,-107374182,26,2023-05-16 11:22:03.144057
224,-100,-107374182,36,2023-05-16 11:22:03.376241
167,-104,-107374182,38,2023-05-16 11:22:03.618909
167,-100,-107374182,30,2023-05-16 11:22:03.844957
249,-91,-107374182,22,2023-05-16 11:22:04.104137
321,-98,-107374182,32,2023-05-16 11:22:04.347218
275,-103,-107374182,40,2023-05-16 11:22:04.587916
275,-103,-107374182,34,2023-05-16 11:22:04.800221
189,-97,-107374182,26,2023-05-16 11:22:05.035856
247,-94,-107374182,26,2023-05-16 11:22:05.298779
299,-101,-107374182,34,2023-05-16 11:22:05.541237
