latency,RSSI,attn1,attn2,TIMESTAMP
164,-60,-107374182,0,2023-03-13 16:15:22.181737
160,-59,-107374182,0,2023-03-13 16:15:22.454663
168,-60,-107374182,0,2023-03-13 16:15:22.683316
164,-59,-107374182,0,2023-03-13 16:15:22.891760
164,-60,-107374182,0,2023-03-13 16:15:23.111229
161,-60,-107374182,0,2023-03-13 16:15:23.362653
148,-60,-107374182,0,2023-03-13 16:15:23.611557
173,-60,-107374182,0,2023-03-13 16:15:23.860697
149,-60,-107374182,0,2023-03-13 16:15:24.080275
169,-61,-107374182,0,2023-03-13 16:15:24.290865
180,-62,-107374182,0,2023-03-13 16:15:24.539264
178,-61,-107374182,0,2023-03-13 16:15:24.764493
178,-63,-107374182,0,2023-03-13 16:15:24.974384
178,-64,-107374182,0,2023-03-13 16:15:25.187997
159,-63,-107374182,0,2023-03-13 16:15:25.454645
179,-62,-107374182,0,2023-03-13 16:15:25.688136
170,-61,-107374182,0,2023-03-13 16:15:25.923746
151,-63,-107374182,0,2023-03-13 16:15:26.139844
172,-63,-107374182,0,2023-03-13 16:15:26.358915
178,-63,-107374182,0,2023-03-13 16:15:26.576712
177,-63,-107374182,0,2023-03-13 16:15:26.784685
166,-62,-107374182,0,2023-03-13 16:15:27.000064
177,-63,-107374182,0,2023-03-13 16:15:27.244860
179,-60,-107374182,0,2023-03-13 16:15:27.491971
177,-60,-107374182,0,2023-03-13 16:15:27.722998
178,-62,-107374182,0,2023-03-13 16:15:27.972166
178,-62,-107374182,0,2023-03-13 16:15:28.184311
163,-60,-107374182,0,2023-03-13 16:15:28.404437
