dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-03-23 17:42:54.056894, 
 ,1, ,2023-03-23 17:42:54.237304
2, ,2023-03-23 17:42:56.520206, 
 ,2, ,2023-03-23 17:42:59.551324
3, ,2023-03-23 17:43:03.132379, 
 ,3, ,2023-03-23 17:43:05.965239
4, ,2023-03-23 17:43:09.153346, 
 ,4, ,2023-03-23 17:43:12.147280
5, ,2023-03-23 17:43:15.847460, 
 ,5, ,2023-03-23 17:43:18.251012
6, ,2023-03-23 17:43:22.026236, 
 ,6, ,2023-03-23 17:43:24.635267
7, ,2023-03-23 17:43:28.221698, 
 ,7, ,2023-03-23 17:43:31.072454
