dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-11 11:24:32.041508, 
 ,1, ,2023-05-11 11:24:32.652160
2, ,2023-05-11 11:24:33.280255, 
 ,2, ,2023-05-11 11:24:33.652819
3, ,2023-05-11 11:24:34.262208, 
 ,3, ,2023-05-11 11:24:34.911676
4, ,2023-05-11 11:24:35.418477, 
 ,4, ,2023-05-11 11:24:35.920541
5, ,2023-05-11 11:24:36.798403, 
 ,5, ,2023-05-11 11:24:37.224233
6, ,2023-05-11 11:24:37.833108, 
 ,6, ,2023-05-11 11:24:38.430295
7, ,2023-05-11 11:24:39.220338, 
 ,7, ,2023-05-11 11:24:39.524738
8, ,2023-05-11 11:24:40.163146, 
 ,8, ,2023-05-11 11:24:40.761497
9, ,2023-05-11 11:24:41.378732, 
 ,9, ,2023-05-11 11:24:41.903778
10, ,2023-05-11 11:24:42.873752, 
 ,10, ,2023-05-11 11:24:43.317999
11, ,2023-05-11 11:24:43.927604, 
 ,11, ,2023-05-11 11:24:44.333076
12, ,2023-05-11 11:24:44.962102, 
 ,12, ,2023-05-11 11:24:45.651258
13, ,2023-05-11 11:24:46.289478, 
 ,13, ,2023-05-11 11:24:46.714607
14, ,2023-05-11 11:24:47.386467, 
 ,14, ,2023-05-11 11:24:48.142483
15, ,2023-05-11 11:24:48.769238, 
 ,15, ,2023-05-11 11:24:49.132349
16, ,2023-05-11 11:24:49.719145, 
 ,16, ,2023-05-11 11:24:50.511958
17, ,2023-05-11 11:24:51.000432, 
 ,17, ,2023-05-11 11:24:51.517041
18, ,2023-05-11 11:24:52.224520, 
 ,18, ,2023-05-11 11:24:52.895988
19, ,2023-05-11 11:24:53.450858, 
 ,19, ,2023-05-11 11:24:53.879846
20, ,2023-05-11 11:24:54.610044, 
 ,20, ,2023-05-11 11:24:55.263788
21, ,2023-05-11 11:24:55.843985, 
 ,21, ,2023-05-11 11:24:56.238854
22, ,2023-05-11 11:24:56.948131, 
 ,22, ,2023-05-11 11:24:57.719478
23, ,2023-05-11 11:24:58.266061, 
 ,23, ,2023-05-11 11:24:58.683064
24, ,2023-05-11 11:24:59.389417, 
 ,24, ,2023-05-11 11:25:00.126671
25, ,2023-05-11 11:25:00.590196, 
 ,25, ,2023-05-11 11:25:00.943857
26, ,2023-05-11 11:25:01.882968, 
 ,26, ,2023-05-11 11:25:02.562185
27, ,2023-05-11 11:25:03.140200, 
 ,27, ,2023-05-11 11:25:03.507096
28, ,2023-05-11 11:25:04.263668, 
 ,28, ,2023-05-11 11:25:04.872516
29, ,2023-05-11 11:25:05.401041, 
 ,29, ,2023-05-11 11:25:05.988557
30, ,2023-05-11 11:25:06.646967, 
 ,30, ,2023-05-11 11:25:07.318645
31, ,2023-05-11 11:25:07.850039, 
 ,31, ,2023-05-11 11:25:08.294502
32, ,2023-05-11 11:25:09.024392, 
 ,32, ,2023-05-11 11:25:09.743698
33, ,2023-05-11 11:25:10.247273, 
 ,33, ,2023-05-11 11:25:10.662994
34, ,2023-05-11 11:25:11.327933, 
 ,34, ,2023-05-11 11:25:12.165435
35, ,2023-05-11 11:25:12.721713, 
 ,35, ,2023-05-11 11:25:13.128782
36, ,2023-05-11 11:25:13.698770, 
 ,36, ,2023-05-11 11:25:14.399633
37, ,2023-05-11 11:25:15.151044, 
 ,37, ,2023-05-11 11:25:15.596564
38, ,2023-05-11 11:25:16.347515, 
 ,38, ,2023-05-11 11:25:17.039326
39, ,2023-05-11 11:25:17.546333, 
 ,39, ,2023-05-11 11:25:17.952185
40, ,2023-05-11 11:25:18.805410, 
 ,40, ,2023-05-11 11:25:19.454987
41, ,2023-05-11 11:25:19.982357, 
 ,41, ,2023-05-11 11:25:20.427698
42, ,2023-05-11 11:25:21.215824, 
 ,42, ,2023-05-11 11:25:21.801319
43, ,2023-05-11 11:25:22.154890, 
 ,43, ,2023-05-11 11:25:22.991762
44, ,2023-05-11 11:25:23.580737, 
 ,44, ,2023-05-11 11:25:24.139932
45, ,2023-05-11 11:25:24.672960, 
 ,45, ,2023-05-11 11:25:25.342401
46, ,2023-05-11 11:25:26.013081, 
 ,46, ,2023-05-11 11:25:26.539308
47, ,2023-05-11 11:25:27.118919, 
 ,47, ,2023-05-11 11:25:27.827213
48, ,2023-05-11 11:25:28.352765, 
 ,48, ,2023-05-11 11:25:28.969150
