latency,RSSI,TIMESTAMP,Predicted Drops
339.0,-102.0,0.0,0
109.0,-97.0,0.2927029999991646,1
140.0,-96.0,0.514469999994617,1
131.0,-102.0,0.7470529999991413,1
105.0,-103.0,0.9798489999957384,1
221.0,-100.0,1.2002280000015162,1
337.0,-91.0,1.4349939999956405,0
341.0,-100.0,1.6774729999960982,0
342.0,-103.0,1.906591999999364,0
29.0,-103.0,2.112463999997999,1
347.0,-94.0,2.352947999999742,0
346.0,-96.0,2.594989999997779,0
334.0,-102.0,2.806815999996616,0
334.0,-101.0,3.0410999999949127,0
151.0,-98.0,3.27386000000115,1
158.0,-97.0,3.513729999998759,1
135.0,-101.0,3.768568999999843,1
147.0,-102.0,3.980178999998316,1
264.0,-97.0,4.230952999998408,1
346.0,-95.0,4.4735470000014175,0
340.0,-102.0,4.707686999994621,0
313.0,-102.0,4.93837799999892,1
224.0,-100.0,5.21088299999974,1
347.0,-95.0,5.443491999998514,0
347.0,-99.0,5.678330999995524,0
342.0,-103.0,5.880200999999943,0
342.0,-101.0,6.092242999999144,0
129.0,-97.0,6.344851000001654,1
137.0,-96.0,6.564719000001787,1
130.0,-102.0,6.768955999999889,1
129.0,-104.0,6.982063999996171,1
277.0,-98.0,7.264740999999049,1
347.0,-95.0,7.557458999996015,0
330.0,-102.0,7.818326000000525,0
330.0,-100.0,8.083480000001146,0
163.0,-96.0,8.365460000000894,1
162.0,-100.0,8.667633999997634,1
131.0,-103.0,8.930702999998175,1
237.0,-101.0,9.240093000000345,1
355.0,-92.0,9.514965999995184,0
353.0,-102.0,9.7776939999967,0
346.0,-103.0,10.072175000001153,0
150.0,-97.0,10.315332999998644,1
163.0,-95.0,10.547920999997586,1
160.0,-101.0,10.779798999996274,1
162.0,-103.0,10.992065999998886,1
274.0,-98.0,11.2224339999957,1
348.0,-92.0,11.43713900000148,0
349.0,-101.0,11.666884999998729,0
268.0,-104.0,11.89157599999453,1
32.0,-101.0,12.130635000001348,1
159.0,-95.0,12.346442999994906,1
157.0,-98.0,12.603316000000632,1
160.0,-104.0,12.79658699999709,1
160.0,-102.0,13.016843999997946,1
320.0,-97.0,13.272871000001032,0
346.0,-94.0,13.488792999996804,0
340.0,-101.0,13.704578999997466,0
322.0,-103.0,13.932428000000073,0
20.0,-102.0,14.17175199999474,1
343.0,-92.0,14.411631999995734,0
346.0,-98.0,14.649554999996326,0
322.0,-105.0,14.85622699999658,1
322.0,-103.0,15.076201999996556,0
136.0,-96.0,15.330870999998297,1
145.0,-97.0,15.543462000001457,1
144.0,-101.0,15.764172999995935,1
59.0,-104.0,16.00843000000168,1
247.0,-99.0,16.26133100000152,1
338.0,-93.0,16.50768799999787,0
335.0,-103.0,16.736754999998084,0
323.0,-103.0,16.959541999996873,0
250.0,-98.0,17.294688999994833,1
344.0,-98.0,17.667971999995643,0
345.0,-104.0,18.030962999997428,0
127.0,-94.0,18.3942459999962,1
125.0,-100.0,18.69597899999644,1
119.0,-102.0,18.956570999995165,1
235.0,-97.0,19.28927699999622,1
333.0,-95.0,19.58160399999906,0
307.0,-104.0,19.864924000001334,1
307.0,-101.0,20.14876699999877,1
346.0,-93.0,20.36845399999584,0
345.0,-99.0,20.61355199999525,0
321.0,-102.0,20.83426499999769,0
321.0,-103.0,21.06867599999532,1
346.0,-99.0,21.319569999999658,0
347.0,-95.0,21.543695000000294,0
330.0,-99.0,21.76577099999849,0
330.0,-103.0,22.00172499999462,0
263.0,-98.0,22.232488000001467,1
346.0,-94.0,22.456593999995675,0
343.0,-100.0,22.69733399999677,0
341.0,-105.0,22.90255700000125,0
34.0,-102.0,23.12320299999556,1
155.0,-95.0,23.357642999995733,1
161.0,-97.0,23.600524000001315,1
155.0,-104.0,23.8230939999994,1
155.0,-104.0,24.04400199999509,1
298.0,-96.0,24.289013000001432,1
347.0,-95.0,24.521199999995588,0
347.0,-102.0,24.76156600000104,0
333.0,-104.0,24.99613999999565,0
61.0,-98.0,25.2577139999994,1
131.0,-94.0,25.52167599999666,1
126.0,-103.0,25.76573400000052,1
106.0,-104.0,25.957597000000533,1
241.0,-99.0,26.271123999998963,1
340.0,-95.0,26.56410599999799,0
326.0,-103.0,26.83731599999737,0
326.0,-102.0,27.10054699999455,0
347.0,-96.0,27.352686999998696,0
339.0,-98.0,27.635412999996333,0
316.0,-104.0,27.89280499999586,1
14.0,-102.0,28.181322999997064,1
138.0,-91.0,28.48315599999478,1
135.0,-103.0,28.769891999996617,1
132.0,-106.0,29.039002999998047,1
298.0,-96.0,29.2641369999983,1
341.0,-94.0,29.506744999998773,0
317.0,-101.0,29.747497999996995,0
303.0,-102.0,29.941352999994702,1
37.0,-100.0,30.17396899999585,1
345.0,-93.0,30.396703999998863,0
345.0,-97.0,30.618703000000096,0
341.0,-104.0,30.85907099999895,0
341.0,-102.0,31.07389400000102,0
162.0,-97.0,31.29660199999489,1
165.0,-98.0,31.539013000001432,1
135.0,-102.0,31.78116399999999,1
135.0,-104.0,32.011546000001545,1
270.0,-99.0,32.23438499999611,1
337.0,-91.0,32.47740999999951,0
331.0,-101.0,32.72324200000003,0
297.0,-104.0,32.94614100000035,1
234.0,-99.0,33.207008999997925,1
347.0,-93.0,33.44083899999532,0
344.0,-102.0,33.68351499999699,0
348.0,-103.0,33.92659199999616,0
220.0,-100.0,34.1689469999983,1
323.0,-93.0,34.39128199999686,0
323.0,-99.0,34.622105999995256,0
316.0,-104.0,34.8666499999963,1
316.0,-102.0,35.08908099999826,1
339.0,-96.0,35.33183999999892,0
339.0,-98.0,35.58443299999635,0
315.0,-101.0,35.81752599999891,1
315.0,-104.0,36.019822999995085,1
341.0,-98.0,36.3029400000014,0
345.0,-97.0,36.59339799999725,0
325.0,-104.0,36.85771599999862,0
325.0,-103.0,37.13329700000031,0
348.0,-94.0,37.414474999997765,0
341.0,-102.0,37.73573200000101,0
319.0,-104.0,38.04052099999535,1
344.0,-95.0,38.338739999999234,0
342.0,-101.0,38.65422099999705,0
328.0,-104.0,38.93931099999463,0
70.0,-99.0,39.26138699999865,1
153.0,-96.0,39.53386099999625,1
140.0,-103.0,39.81687999999849,1
140.0,-104.0,40.09760200000164,1
346.0,-94.0,40.36083900000085,0
343.0,-100.0,40.61242299999867,0
336.0,-103.0,40.84723999999551,0
336.0,-102.0,41.08040700000129,0
106.0,-96.0,41.31207999999606,1
148.0,-95.0,41.56489299999521,1
136.0,-103.0,41.78762099999585,1
136.0,-103.0,42.00775099999737,1
276.0,-100.0,42.272337999995216,1
344.0,-95.0,42.514076999999816,0
339.0,-103.0,42.75470099999802,0
322.0,-104.0,42.99960299999657,1
33.0,-99.0,43.24199799999769,1
150.0,-93.0,43.49511199999688,1
150.0,-102.0,43.7461159999948,1
140.0,-102.0,44.00838400000066,1
300.0,-100.0,44.23094599999604,1
347.0,-92.0,44.45296299999609,0
340.0,-101.0,44.69707199999539,0
341.0,-104.0,44.91974299999856,0
212.0,-100.0,45.182229999998526,1
326.0,-94.0,45.485154000001785,0
320.0,-103.0,45.77789099999791,1
300.0,-102.0,46.07068900000013,1
335.0,-96.0,46.323653999999806,0
334.0,-99.0,46.64660500000173,0
313.0,-102.0,46.9427829999986,1
23.0,-100.0,47.22329099999479,1
134.0,-95.0,47.51601400000072,1
101.0,-102.0,47.788628999995126,1
101.0,-104.0,48.011100999996415,1
290.0,-99.0,48.27224500000011,1
333.0,-94.0,48.51533399999607,0
327.0,-102.0,48.738696000000346,0
