latency,RSSI,attn1,attn2,TIMESTAMP
209,-88,-107374182,8,2023-05-02 16:05:53.612554
155,-90,-107374182,10,2023-05-02 16:05:54.030117
120,-90,-107374182,12,2023-05-02 16:05:54.386160
91,-94,-107374182,14,2023-05-02 16:05:54.753018
45,-94,-107374182,16,2023-05-02 16:05:55.118349
19,-95,-107374182,18,2023-05-02 16:05:55.463171
202,-98,-107374182,20,2023-05-02 16:05:55.796766
164,-99,-107374182,22,2023-05-02 16:05:56.114133
69,-101,-107374182,24,2023-05-02 16:05:56.418717
168,-102,-107374182,26,2023-05-02 16:05:56.742696
14,-103,-107374182,28,2023-05-02 16:05:57.028172
14,-104,-107374182,30,2023-05-02 16:05:57.353204
14,-103,-107374182,32,2023-05-02 16:05:57.658206
14,-103,-107374182,32,2023-05-02 16:05:57.952229
14,-103,-107374182,34,2023-05-02 16:05:58.257455
14,-103,-107374182,36,2023-05-02 16:05:58.560032
14,-103,-107374182,38,2023-05-02 16:05:58.859693
14,-103,-107374182,40,2023-05-02 16:05:59.166303
14,-103,-107374182,40,2023-05-02 16:05:59.472328
14,-103,-107374182,38,2023-05-02 16:05:59.806938
14,-103,-107374182,36,2023-05-02 16:06:00.119789
14,-103,-107374182,34,2023-05-02 16:06:00.434403
14,-103,-107374182,34,2023-05-02 16:06:00.758334
14,-103,-107374182,32,2023-05-02 16:06:01.084795
14,-103,-107374182,30,2023-05-02 16:06:01.388753
220,-104,-107374182,28,2023-05-02 16:06:01.682281
220,-104,-107374182,26,2023-05-02 16:06:02.036903
195,-102,-107374182,24,2023-05-02 16:06:02.375199
64,-100,-107374182,22,2023-05-02 16:06:02.727675
184,-98,-107374182,20,2023-05-02 16:06:03.095738
139,-97,-107374182,18,2023-05-02 16:06:03.440520
104,-95,-107374182,16,2023-05-02 16:06:03.786605
56,-92,-107374182,14,2023-05-02 16:06:04.131318
25,-91,-107374182,12,2023-05-02 16:06:04.505284
218,-89,-107374182,10,2023-05-02 16:06:04.849791
191,-86,-107374182,8,2023-05-02 16:06:05.235023
142,-87,-107374182,6,2023-05-02 16:06:05.571906
116,-83,-107374182,4,2023-05-02 16:06:05.938730
94,-82,-107374182,2,2023-05-02 16:06:06.283599
54,-82,-107374182,0,2023-05-02 16:06:06.608855
29,-81,-107374182,0,2023-05-02 16:06:06.954534
1,-83,-107374182,2,2023-05-02 16:06:07.300143
199,-83,-107374182,4,2023-05-02 16:06:07.655722
156,-84,-107374182,6,2023-05-02 16:06:08.002974
129,-87,-107374182,8,2023-05-02 16:06:08.328285
110,-89,-107374182,10,2023-05-02 16:06:08.673478
79,-92,-107374182,12,2023-05-02 16:06:09.010311
39,-93,-107374182,14,2023-05-02 16:06:09.355806
8,-95,-107374182,16,2023-05-02 16:06:09.755955
203,-98,-107374182,18,2023-05-02 16:06:10.156161
125,-100,-107374182,22,2023-05-02 16:06:10.609150
