dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 15:36:25.916004, 
 ,1, ,2023-05-17 15:36:26.633727
2, ,2023-05-17 15:36:28.312538, 
 ,2, ,2023-05-17 15:36:29.080327
3, ,2023-05-17 15:36:30.983515, 
 ,3, ,2023-05-17 15:36:31.954329
4, ,2023-05-17 15:36:33.714351, 
 ,4, ,2023-05-17 15:36:34.654494
5, ,2023-05-17 15:36:36.356337, 
 ,5, ,2023-05-17 15:36:37.245968
6, ,2023-05-17 15:36:39.480664, 
 ,6, ,2023-05-17 15:36:40.289253
7, ,2023-05-17 15:36:42.209796, 
 ,7, ,2023-05-17 15:36:42.896776
8, ,2023-05-17 15:36:44.585594, 
 ,8, ,2023-05-17 15:36:45.556714
9, ,2023-05-17 15:36:47.419348, 
 ,9, ,2023-05-17 15:36:48.591228
10, ,2023-05-17 15:36:50.684364, 
 ,10, ,2023-05-17 15:36:51.271173
11, ,2023-05-17 15:36:53.130776, 
 ,11, ,2023-05-17 15:36:53.838345
12, ,2023-05-17 15:36:56.133838, 
 ,12, ,2023-05-17 15:36:56.821203
13, ,2023-05-17 15:36:58.673006, 
 ,13, ,2023-05-17 15:36:59.522597
14, ,2023-05-17 15:37:01.666666, 
 ,14, ,2023-05-17 15:37:02.273152
