latency,RSSI,filtered latency,attn1,attn2,TIMESTAMP
1,0,1,-107374182,30,2023-04-24 13:52:00.172667
1,0,1,-107374182,27,2023-04-24 13:52:00.375500
1,0,1,-107374182,27,2023-04-24 13:52:00.536195
1,0,1,-107374182,27,2023-04-24 13:52:00.707132
1,0,1,-107374182,27,2023-04-24 13:52:00.875086
1,0,1,-107374182,24,2023-04-24 13:52:01.075870
1,0,1,-107374182,24,2023-04-24 13:52:01.251861
1,0,1,-107374182,24,2023-04-24 13:52:01.406499
1,0,1,-107374182,24,2023-04-24 13:52:01.577157
1,0,1,-107374182,24,2023-04-24 13:52:01.749427
1,-90,1,-107374182,24,2023-04-24 13:52:01.905188
1,-84,1,-107374182,24,2023-04-24 13:52:02.062536
1,-86,1,-107374182,24,2023-04-24 13:52:02.239859
1,-90,1,-107374182,27,2023-04-24 13:52:02.482016
1,-89,1,-107374182,27,2023-04-24 13:52:02.720678
1,-90,1,-107374182,27,2023-04-24 13:52:02.909806
1,-91,1,-107374182,30,2023-04-24 13:52:03.082927
1,-92,1,-107374182,30,2023-04-24 13:52:03.280796
1,-93,1,-107374182,30,2023-04-24 13:52:03.462442
1,-92,1,-107374182,30,2023-04-24 13:52:03.644259
1,-95,1,-107374182,33,2023-04-24 13:52:03.810167
1,-94,1,-107374182,33,2023-04-24 13:52:03.974930
1,-96,1,-107374182,33,2023-04-24 13:52:04.168215
1,-96,1,-107374182,33,2023-04-24 13:52:04.365281
1,-99,1,-107374182,36,2023-04-24 13:52:04.528522
1,-98,1,-107374182,36,2023-04-24 13:52:04.725330
1,-99,1,-107374182,36,2023-04-24 13:52:04.940445
1,-99,1,-107374182,36,2023-04-24 13:52:05.105167
1,-99,1,-107374182,39,2023-04-24 13:52:05.277379
1,-100,1,-107374182,39,2023-04-24 13:52:05.467665
