dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:44:07.731759, 
 ,1, ,2023-05-15 13:44:08.072565
2, ,2023-05-15 13:44:09.393193, 
 ,2, ,2023-05-15 13:44:09.650690
3, ,2023-05-15 13:44:11.086474, 
 ,3, ,2023-05-15 13:44:11.371263
4, ,2023-05-15 13:44:12.385963, 
 ,4, ,2023-05-15 13:44:12.567836
5, ,2023-05-15 13:44:12.749848, 
 ,5, ,2023-05-15 13:44:13.145308
6, ,2023-05-15 13:44:14.156676, 
 ,6, ,2023-05-15 13:44:14.361665
7, ,2023-05-15 13:44:14.771951, 
 ,7, ,2023-05-15 13:44:15.307650
8, ,2023-05-15 13:44:15.977058, 
 ,8, ,2023-05-15 13:44:16.318683
9, ,2023-05-15 13:44:17.573005, 
 ,9, ,2023-05-15 13:44:18.052563
