dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:35:27.726385, 
 ,1, ,2023-05-15 13:35:28.175829
2, ,2023-05-15 13:35:28.756262, 
 ,2, ,2023-05-15 13:35:29.242667
3, ,2023-05-15 13:35:30.141866, 
 ,3, ,2023-05-15 13:35:30.477780
4, ,2023-05-15 13:35:31.249933, 
 ,4, ,2023-05-15 13:35:31.779358
5, ,2023-05-15 13:35:32.593887, 
 ,5, ,2023-05-15 13:35:33.102896
6, ,2023-05-15 13:35:33.760601, 
 ,6, ,2023-05-15 13:35:34.183732
7, ,2023-05-15 13:35:35.026040, 
 ,7, ,2023-05-15 13:35:35.588620
8, ,2023-05-15 13:35:36.177089, 
 ,8, ,2023-05-15 13:35:36.503740
9, ,2023-05-15 13:35:37.143693, 
 ,9, ,2023-05-15 13:35:37.832802
10, ,2023-05-15 13:35:38.422057, 
 ,10, ,2023-05-15 13:35:38.927983
11, ,2023-05-15 13:35:39.718464, 
 ,11, ,2023-05-15 13:35:40.144287
12, ,2023-05-15 13:35:40.694336, 
 ,12, ,2023-05-15 13:35:41.344154
13, ,2023-05-15 13:35:41.879899, 
 ,13, ,2023-05-15 13:35:42.334042
14, ,2023-05-15 13:35:43.251076, 
 ,14, ,2023-05-15 13:35:43.682344
15, ,2023-05-15 13:35:44.461649, 
 ,15, ,2023-05-15 13:35:44.818188
16, ,2023-05-15 13:35:45.582865, 
 ,16, ,2023-05-15 13:35:46.099834
17, ,2023-05-15 13:35:46.942825, 
 ,17, ,2023-05-15 13:35:47.267433
18, ,2023-05-15 13:35:47.948981, 
 ,18, ,2023-05-15 13:35:48.579988
19, ,2023-05-15 13:35:49.168131, 
 ,19, ,2023-05-15 13:35:49.554441
20, ,2023-05-15 13:35:50.183630, 
 ,20, ,2023-05-15 13:35:51.027506
21, ,2023-05-15 13:35:51.629779, 
 ,21, ,2023-05-15 13:35:51.945754
22, ,2023-05-15 13:35:52.721832, 
 ,22, ,2023-05-15 13:35:53.348623
23, ,2023-05-15 13:35:53.870825, 
 ,23, ,2023-05-15 13:35:54.326274
24, ,2023-05-15 13:35:55.097418, 
 ,24, ,2023-05-15 13:35:55.687756
25, ,2023-05-15 13:35:56.322432, 
 ,25, ,2023-05-15 13:35:56.706500
26, ,2023-05-15 13:35:57.370819, 
 ,26, ,2023-05-15 13:35:58.162853
27, ,2023-05-15 13:35:58.852178, 
 ,27, ,2023-05-15 13:35:59.176747
28, ,2023-05-15 13:35:59.827674, 
 ,28, ,2023-05-15 13:36:00.616835
29, ,2023-05-15 13:36:01.156138, 
 ,29, ,2023-05-15 13:36:01.592131
30, ,2023-05-15 13:36:02.300515, 
 ,30, ,2023-05-15 13:36:02.926542
31, ,2023-05-15 13:36:03.480787, 
 ,31, ,2023-05-15 13:36:03.945414
32, ,2023-05-15 13:36:04.980640, 
 ,32, ,2023-05-15 13:36:05.284384
33, ,2023-05-15 13:36:05.914146, 
 ,33, ,2023-05-15 13:36:06.523228
34, ,2023-05-15 13:36:07.079711, 
 ,34, ,2023-05-15 13:36:07.667788
