dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-04 13:50:33.363027, 
 ,1, ,2023-05-04 13:50:33.729527
2, ,2023-05-04 13:50:34.617692, 
 ,2, ,2023-05-04 13:50:34.780946
3, ,2023-05-04 13:50:35.167735, 
 ,3, ,2023-05-04 13:50:42.205503
4, ,2023-05-04 13:50:42.388946, 
 ,4, ,2023-05-04 13:50:42.593200
5, ,2023-05-04 13:50:43.532957, 
 ,5, ,2023-05-04 13:50:43.675641
6, ,2023-05-04 13:50:55.180946, 
 ,6, ,2023-05-04 13:50:55.446179
7, ,2023-05-04 13:50:55.751727, 
 ,7, ,2023-05-04 13:51:03.736959
8, ,2023-05-04 13:51:05.002061, 
 ,8, ,2023-05-04 13:51:05.225137
9, ,2023-05-04 13:51:15.343125, 
 ,9, ,2023-05-04 13:51:15.771101
10, ,2023-05-04 13:51:15.914988, 
 ,10, ,2023-05-04 13:51:23.942735
