dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 16:09:18.153976, 
 ,1, ,2023-05-17 16:09:18.356328
2, ,2023-05-17 16:09:21.142814, 
 ,2, ,2023-05-17 16:09:21.366102
3, ,2023-05-17 16:09:24.256380, 
 ,3, ,2023-05-17 16:09:24.560043
4, ,2023-05-17 16:09:26.686718, 
 ,4, ,2023-05-17 16:09:26.889534
5, ,2023-05-17 16:09:29.381695, 
 ,5, ,2023-05-17 16:09:29.639132
6, ,2023-05-17 16:09:40.909044, 
 ,6, ,2023-05-17 16:09:41.192413
7, ,2023-05-17 16:09:49.917034, 
 ,7, ,2023-05-17 16:09:50.240782
8, ,2023-05-17 16:09:53.844796, 
 ,8, ,2023-05-17 16:09:54.006702
9, ,2023-05-17 16:09:56.971972, 
 ,9, ,2023-05-17 16:09:57.204768
10, ,2023-05-17 16:10:13.715167, 
 ,10, ,2023-05-17 16:10:14.100640
11, ,2023-05-17 16:10:41.519730, 
 ,11, ,2023-05-17 16:10:41.903183
12, ,2023-05-17 16:10:43.077703, 
 ,12, ,2023-05-17 16:10:43.218928
