latency,RSSI,filtered latency,TIMESTAMP,Drop?
0,-101,0,0.0,0
0,-103,0,0.25337800000124844,0
0,-103,0,0.444723000000522,0
0,-103,0,0.6294220000054338,1
0,-103,0,0.8212590000039199,1
0,-103,0,1.0067220000055386,1
0,-103,0,1.1922170000034384,1
0,-102,0,1.3748360000026878,1
0,-100,0,1.5561880000022938,1
0,-97,0,1.7502310000054422,1
0,-93,0,1.944232000001648,1
0,-90,0,2.109881000003952,0
0,-88,0,2.3077790000024834,0
0,-87,0,2.4892300000065006,0
0,-90,0,2.6996870000002673,0
0,-95,0,2.875214000006963,0
0,-98,0,3.0752990000037244,0
0,-101,0,3.2591300000058254,0
0,-102,0,3.4410030000071856,0
0,-102,0,3.621253000004799,0
0,-105,0,3.8091260000001057,1
0,-105,0,3.990986000004341,1
0,-105,0,4.184778000002552,1
0,-105,0,4.357413000005181,1
0,-105,0,4.542155000002822,1
0,-104,0,4.731639000005089,1
0,-100,0,4.9344530000016675,1
0,-97,0,5.13873600000079,1
0,-94,0,5.333652000001166,1
0,-90,0,5.516624000003503,0
0,-87,0,5.720857000000251,0
0,-90,0,5.914182000000437,0
0,-94,0,6.118320000001404,0
0,-97,0,6.320703000004869,0
0,-101,0,6.49362100000144,0
0,-103,0,6.699047000001883,0
0,-104,0,6.920638000003237,0
0,-104,0,7.116847000004782,1
0,-104,0,7.35025200000382,1
0,-104,0,7.542808000005607,1
0,-104,0,7.749885000004724,1
0,-103,0,7.959535000001779,1
0,-100,0,8.169873000006191,1
0,-98,0,8.368148000001383,1
0,-95,0,8.552025000004505,1
0,-91,0,8.782788000004075,0
0,-88,0,8.982650000005378,0
0,-88,0,9.186172000001534,0
0,-92,0,9.420578000004753,0
0,-94,0,9.604015000004438,0
0,-98,0,9.797911000001477,0
0,-102,0,9.988663000003726,0
0,-104,0,10.183171000004222,0
0,-105,0,10.374817000003532,0
0,-105,0,10.573030000006838,1
0,-105,0,10.76990300000034,1
0,-105,0,10.949824000002991,1
0,-105,0,11.13573400000314,1
0,-101,0,11.337680000004184,1
0,-99,0,11.520784000000276,1
0,-100,0,11.70268500000384,1
0,-94,0,11.93225700000039,0
0,-90,0,12.130199000006542,0
0,-87,0,12.35055700000521,0
0,-89,0,12.582969000002777,0
0,-93,0,12.791599000003771,0
0,-98,0,12.99976200000674,0
0,-100,0,13.19036700000288,0
0,-104,0,13.375569000003452,0
0,-104,0,13.598730000005162,0
0,-104,0,13.806324000004679,0
0,-104,0,14.037042000003566,1
0,-104,0,14.220225000004575,1
0,-104,0,14.421324000002642,1
0,-103,0,14.59510300000693,1
0,-101,0,14.806729000003543,1
0,-99,0,15.014173000003211,1
0,-93,0,15.206656000002113,1
0,-91,0,15.438905000002705,0
0,-86,0,15.674339000004693,0
0,-89,0,15.877634000004036,0
0,-92,0,16.1111760000058,0
0,-97,0,16.30401900000288,0
0,-100,0,16.507526000001235,0
0,-103,0,16.670860000005632,0
0,-103,0,16.871297000005143,0
0,-103,0,17.082782000004954,1
0,-103,0,17.267714000001433,1
0,-103,0,17.437644000005093,1
0,-103,0,17.633280000001832,1
0,-104,0,17.850098000002617,1
0,-101,0,18.041103000003204,1
0,-99,0,18.217738000006648,1
0,-98,0,18.40956300000107,1
0,-95,0,18.592937000001257,0
0,-92,0,18.79822000000422,0
0,-89,0,19.00914300000295,0
0,-92,0,19.203042000001005,0
0,-95,0,19.40734599999996,0
0,-99,0,19.610265000002983,0
0,-102,0,19.813699000005727,0
0,-103,0,20.00772500000312,0
0,-102,0,20.190252000000328,0
0,-102,0,20.393849000000046,1
0,-102,0,20.58669400000508,1
0,-102,0,20.78055000000313,1
0,-102,0,21.000572000004468,1
0,-103,0,21.198237000004156,1
0,-99,0,21.383376000005228,1
0,-97,0,21.58665800000017,1
0,-97,0,21.768503000006604,1
0,-91,0,21.961575000001176,0
0,-88,0,22.15695300000516,0
0,-88,0,22.371389000007184,0
0,-94,0,22.573862000004738,0
0,-95,0,22.767601000006835,0
0,-97,0,22.959200000004785,0
0,-101,0,23.173052000005555,0
0,-106,0,23.36554800000158,0
0,-102,0,23.589276000006066,1
0,-102,0,23.824813000006543,1
0,-102,0,24.0120040000038,1
0,-102,0,24.201661000006425,1
0,-103,0,24.40304200000537,1
0,-102,0,24.609292000001005,1
0,-100,0,24.8229530000026,1
0,-94,0,25.016986000002362,1
0,-93,0,25.21492300000682,0
0,-91,0,25.409964000005857,0
0,-87,0,25.614833999999973,0
0,-89,0,25.837416000002122,0
0,-96,0,26.061022000001685,0
0,-97,0,26.265458000001672,0
0,-101,0,26.459779000004346,0
0,-102,0,26.672137000001385,0
0,-103,0,26.845130000001518,0
0,-103,0,27.0570910000024,1
0,-103,0,27.231229000004532,1
0,-103,0,27.432383000006666,1
0,-104,0,27.636438000001363,1
0,-103,0,27.82890100000077,1
0,-99,0,28.021963000006508,1
0,-98,0,28.22474200000579,1
0,-95,0,28.44849900000554,1
0,-92,0,28.680740000003425,0
0,-89,0,28.88598200000706,0
0,-91,0,29.109437000006437,0
0,-96,0,29.32240200000524,0
0,-99,0,29.52514400000655,0
0,-100,0,29.71927400000277,0
0,-102,0,29.91544000000431,0
0,-102,0,30.12509400000272,0
0,-103,0,30.319464000000153,1
0,-103,0,30.514567000005627,1
0,-103,0,30.73597200000222,1
0,-103,0,30.930036000005202,1
0,-104,0,31.184650000002875,1
0,-100,0,31.41686600000685,1
0,-96,0,31.632080000003043,1
0,-93,0,31.81124400000408,1
