dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 14:41:47.366522, 
 ,1, ,2023-05-17 14:41:48.136757
2, ,2023-05-17 14:41:49.582718, 
 ,2, ,2023-05-17 14:41:50.328450
3, ,2023-05-17 14:41:51.584305, 
 ,3, ,2023-05-17 14:41:52.596652
4, ,2023-05-17 14:41:53.931339, 
 ,4, ,2023-05-17 14:41:54.680205
5, ,2023-05-17 14:41:56.054876, 
 ,5, ,2023-05-17 14:41:56.914824
6, ,2023-05-17 14:41:58.434741, 
 ,6, ,2023-05-17 14:41:59.101669
7, ,2023-05-17 14:42:00.314534, 
 ,7, ,2023-05-17 14:42:01.277065
8, ,2023-05-17 14:42:02.620263, 
 ,8, ,2023-05-17 14:42:03.449493
9, ,2023-05-17 14:42:04.842318, 
 ,9, ,2023-05-17 14:42:05.549342
10, ,2023-05-17 14:42:06.902706, 
 ,10, ,2023-05-17 14:42:07.771142
11, ,2023-05-17 14:42:09.390383, 
 ,11, ,2023-05-17 14:42:09.895557
12, ,2023-05-17 14:42:11.407957, 
 ,12, ,2023-05-17 14:42:12.015798
13, ,2023-05-17 14:42:13.776372, 
 ,13, ,2023-05-17 14:42:14.625384
14, ,2023-05-17 14:42:15.858052, 
 ,14, ,2023-05-17 14:42:16.667084
15, ,2023-05-17 14:42:18.167535, 
 ,15, ,2023-05-17 14:42:18.906431
16, ,2023-05-17 14:42:20.483996, 
 ,16, ,2023-05-17 14:42:21.211733
17, ,2023-05-17 14:42:22.407873, 
 ,17, ,2023-05-17 14:42:23.157874
