dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:46:08.775750, 
 ,1, ,2023-05-15 13:46:09.087427
2, ,2023-05-15 13:46:10.382271, 
 ,2, ,2023-05-15 13:46:10.644439
3, ,2023-05-15 13:46:12.089443, 
 ,3, ,2023-05-15 13:46:12.373238
4, ,2023-05-15 13:46:13.754017, 
 ,4, ,2023-05-15 13:46:14.038343
5, ,2023-05-15 13:46:14.921454, 
 ,5, ,2023-05-15 13:46:15.205512
6, ,2023-05-15 13:46:16.493996, 
 ,6, ,2023-05-15 13:46:16.848781
7, ,2023-05-15 13:46:18.114596, 
 ,7, ,2023-05-15 13:46:18.430711
8, ,2023-05-15 13:46:18.793863, 
 ,8, ,2023-05-15 13:46:18.978138
9, ,2023-05-15 13:46:19.991191, 
 ,9, ,2023-05-15 13:46:20.271740
10, ,2023-05-15 13:46:21.555927, 
 ,10, ,2023-05-15 13:46:21.898355
11, ,2023-05-15 13:46:23.239946, 
 ,11, ,2023-05-15 13:46:23.524239
12, ,2023-05-15 13:46:24.886316, 
 ,12, ,2023-05-15 13:46:25.270823
13, ,2023-05-15 13:46:26.611072, 
 ,13, ,2023-05-15 13:46:26.966279
14, ,2023-05-15 13:46:27.789631, 
 ,14, ,2023-05-15 13:46:28.054288
15, ,2023-05-15 13:46:28.864772, 
 ,15, ,2023-05-15 13:46:29.006857
16, ,2023-05-15 13:46:29.815107, 
 ,16, ,2023-05-15 13:46:30.179511
17, ,2023-05-15 13:46:30.610748, 
 ,17, ,2023-05-15 13:46:31.085973
18, ,2023-05-15 13:46:32.100796, 
 ,18, ,2023-05-15 13:46:32.344021
19, ,2023-05-15 13:46:32.883192, 
 ,19, ,2023-05-15 13:46:33.041696
20, ,2023-05-15 13:46:34.251396, 
 ,20, ,2023-05-15 13:46:34.534146
21, ,2023-05-15 13:46:35.417583, 
 ,21, ,2023-05-15 13:46:35.600029
22, ,2023-05-15 13:46:36.739921, 
 ,22, ,2023-05-15 13:46:37.226678
23, ,2023-05-15 13:46:38.716105, 
 ,23, ,2023-05-15 13:46:39.100519
24, ,2023-05-15 13:46:39.728441, 
 ,24, ,2023-05-15 13:46:40.037286
25, ,2023-05-15 13:46:41.171717, 
 ,25, ,2023-05-15 13:46:41.722142
26, ,2023-05-15 13:46:43.187812, 
 ,26, ,2023-05-15 13:46:43.573399
27, ,2023-05-15 13:46:45.551325, 
 ,27, ,2023-05-15 13:46:45.855961
28, ,2023-05-15 13:46:47.299514, 
 ,28, ,2023-05-15 13:46:47.664338
