dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1,0,2023-03-15 14:08:01.919563
1,1,0,2023-03-15 14:08:03.417124
2,1,2023-03-15 14:08:05.015950
2,2,0,2023-03-15 14:08:06.187444
3,2,2023-03-15 14:08:07.015616
3,3,0,2023-03-15 14:08:07.399597
