dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 15:32:49.835225, 
 ,1, ,2023-05-15 15:32:50.355301
2, ,2023-05-15 15:32:51.594243, 
 ,2, ,2023-05-15 15:32:51.931578
3, ,2023-05-15 15:32:53.968839, 
 ,3, ,2023-05-15 15:32:54.271779
4, ,2023-05-15 15:32:55.626033, 
 ,4, ,2023-05-15 15:32:55.848080
5, ,2023-05-15 15:32:56.374134, 
 ,5, ,2023-05-15 15:32:56.636347
6, ,2023-05-15 15:32:57.809548, 
 ,6, ,2023-05-15 15:32:58.047520
7, ,2023-05-15 15:32:59.357871, 
 ,7, ,2023-05-15 15:32:59.683092
8, ,2023-05-15 15:33:00.145336, 
 ,8, ,2023-05-15 15:33:00.489003
9, ,2023-05-15 15:33:01.720086, 
 ,9, ,2023-05-15 15:33:02.033359
10, ,2023-05-15 15:33:03.210631, 
 ,10, ,2023-05-15 15:33:03.533342
11, ,2023-05-15 15:33:03.949705, 
 ,11, ,2023-05-15 15:33:04.201755
12, ,2023-05-15 15:33:05.890360, 
 ,12, ,2023-05-15 15:33:06.153979
13, ,2023-05-15 15:33:07.863142, 
 ,13, ,2023-05-15 15:33:08.197490
14, ,2023-05-15 15:33:09.322508, 
 ,14, ,2023-05-15 15:33:09.564254
15, ,2023-05-15 15:33:09.746521, 
 ,15, ,2023-05-15 15:33:10.430919
16, ,2023-05-15 15:33:11.808444, 
 ,16, ,2023-05-15 15:33:12.173318
17, ,2023-05-15 15:33:13.545584, 
 ,17, ,2023-05-15 15:33:13.707824
18, ,2023-05-15 15:33:13.991108, 
 ,18, ,2023-05-15 15:33:14.395773
19, ,2023-05-15 15:33:15.378881, 
 ,19, ,2023-05-15 15:33:15.566712
20, ,2023-05-15 15:33:16.722503, 
 ,20, ,2023-05-15 15:33:17.247981
21, ,2023-05-15 15:33:17.613231, 
 ,21, ,2023-05-15 15:33:17.922155
22, ,2023-05-15 15:33:18.600530, 
 ,22, ,2023-05-15 15:33:19.060739
23, ,2023-05-15 15:33:19.446117, 
 ,23, ,2023-05-15 15:33:19.640569
24, ,2023-05-15 15:33:20.762077, 
 ,24, ,2023-05-15 15:33:21.073570
25, ,2023-05-15 15:33:22.247054, 
 ,25, ,2023-05-15 15:33:22.752002
26, ,2023-05-15 15:33:23.954866, 
 ,26, ,2023-05-15 15:33:24.399296
27, ,2023-05-15 15:33:24.893620, 
 ,27, ,2023-05-15 15:33:25.258380
28, ,2023-05-15 15:33:26.026884, 
 ,28, ,2023-05-15 15:33:26.269244
29, ,2023-05-15 15:33:27.530038, 
 ,29, ,2023-05-15 15:33:27.813174
30, ,2023-05-15 15:33:28.919431, 
 ,30, ,2023-05-15 15:33:29.381892
31, ,2023-05-15 15:33:30.553976, 
 ,31, ,2023-05-15 15:33:31.039889
32, ,2023-05-15 15:33:32.432821, 
 ,32, ,2023-05-15 15:33:32.737426
33, ,2023-05-15 15:33:34.177767, 
 ,33, ,2023-05-15 15:33:34.470724
34, ,2023-05-15 15:33:34.631774, 
 ,34, ,2023-05-15 15:33:34.985523
35, ,2023-05-15 15:33:36.496588, 
 ,35, ,2023-05-15 15:33:36.787847
36, ,2023-05-15 15:33:37.970591, 
 ,36, ,2023-05-15 15:33:38.376429
37, ,2023-05-15 15:33:39.710030, 
 ,37, ,2023-05-15 15:33:40.103853
38, ,2023-05-15 15:33:40.538605, 
 ,38, ,2023-05-15 15:33:40.701185
 ,39, ,2023-05-15 15:33:42.562385
