dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 15:23:47.422963, 
 ,1, ,2023-05-17 15:23:47.950158
2, ,2023-05-17 15:23:49.792901, 
 ,2, ,2023-05-17 15:23:50.521716
3, ,2023-05-17 15:23:52.935516, 
 ,3, ,2023-05-17 15:23:53.785406
4, ,2023-05-17 15:23:55.592089, 
 ,4, ,2023-05-17 15:23:56.341911
5, ,2023-05-17 15:23:58.189699, 
 ,5, ,2023-05-17 15:23:59.020928
6, ,2023-05-17 15:24:00.876246, 
 ,6, ,2023-05-17 15:24:01.362909
7, ,2023-05-17 15:24:03.714833, 
 ,7, ,2023-05-17 15:24:04.484366
8, ,2023-05-17 15:24:06.126649, 
 ,8, ,2023-05-17 15:24:06.958916
9, ,2023-05-17 15:24:08.923267, 
 ,9, ,2023-05-17 15:24:09.794711
10, ,2023-05-17 15:24:12.060415, 
 ,10, ,2023-05-17 15:24:13.031788
11, ,2023-05-17 15:24:14.530899, 
 ,11, ,2023-05-17 15:24:15.544457
12, ,2023-05-17 15:24:17.295209, 
 ,12, ,2023-05-17 15:24:18.106327
13, ,2023-05-17 15:24:19.938624, 
 ,13, ,2023-05-17 15:24:20.978511
14, ,2023-05-17 15:24:22.540384, 
 ,14, ,2023-05-17 15:24:23.614389
15, ,2023-05-17 15:24:25.315909, 
 ,15, ,2023-05-17 15:24:26.431001
16, ,2023-05-17 15:24:28.376316, 
 ,16, ,2023-05-17 15:24:29.408428
17, ,2023-05-17 15:24:30.756901, 
 ,17, ,2023-05-17 15:24:31.991600
18, ,2023-05-17 15:24:33.844779, 
 ,18, ,2023-05-17 15:24:34.814780
19, ,2023-05-17 15:24:36.334975, 
 ,19, ,2023-05-17 15:24:37.671289
20, ,2023-05-17 15:24:39.008219, 
 ,20, ,2023-05-17 15:24:40.466701
21, ,2023-05-17 15:24:41.805476, 
 ,21, ,2023-05-17 15:24:43.061203
