dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 11:48:44.886468, 
 ,1, ,2023-05-17 11:48:45.331015
2, ,2023-05-17 11:48:46.485120, 
 ,2, ,2023-05-17 11:48:47.212900
3, ,2023-05-17 11:48:48.002846, 
 ,3, ,2023-05-17 11:48:48.609847
4, ,2023-05-17 11:48:49.691896, 
 ,4, ,2023-05-17 11:48:50.500464
5, ,2023-05-17 11:48:51.331098, 
 ,5, ,2023-05-17 11:48:52.069234
6, ,2023-05-17 11:48:52.969603, 
 ,6, ,2023-05-17 11:48:53.435848
7, ,2023-05-17 11:48:54.225446, 
 ,7, ,2023-05-17 11:48:54.731715
8, ,2023-05-17 11:48:57.862261, 
 ,8, ,2023-05-17 11:48:58.389011
9, ,2023-05-17 11:48:59.391446, 
 ,9, ,2023-05-17 11:49:00.293174
10, ,2023-05-17 11:49:01.264288, 
 ,10, ,2023-05-17 11:49:02.021276
11, ,2023-05-17 11:49:02.891277, 
 ,11, ,2023-05-17 11:49:03.862553
12, ,2023-05-17 11:49:04.489469, 
 ,12, ,2023-05-17 11:49:05.461550
13, ,2023-05-17 11:49:06.170073, 
 ,13, ,2023-05-17 11:49:06.695926
14, ,2023-05-17 11:49:07.646579, 
 ,14, ,2023-05-17 11:49:08.698220
15, ,2023-05-17 11:49:09.385043, 
 ,15, ,2023-05-17 11:49:10.213486
16, ,2023-05-17 11:49:11.185005, 
 ,16, ,2023-05-17 11:49:11.832502
17, ,2023-05-17 11:49:12.822805, 
 ,17, ,2023-05-17 11:49:13.804784
18, ,2023-05-17 11:49:14.513551, 
 ,18, ,2023-05-17 11:49:15.221324
19, ,2023-05-17 11:49:16.049893, 
 ,19, ,2023-05-17 11:49:16.888421
20, ,2023-05-17 11:49:17.576235, 
 ,20, ,2023-05-17 11:49:18.283751
21, ,2023-05-17 11:49:19.477671, 
 ,21, ,2023-05-17 11:49:20.232164
22, ,2023-05-17 11:49:21.123079, 
 ,22, ,2023-05-17 11:49:21.912543
23, ,2023-05-17 11:49:22.863430, 
 ,23, ,2023-05-17 11:49:23.469254
24, ,2023-05-17 11:49:24.332742, 
 ,24, ,2023-05-17 11:49:25.298625
25, ,2023-05-17 11:49:26.227910, 
 ,25, ,2023-05-17 11:49:26.916208
26, ,2023-05-17 11:49:27.784394, 
 ,26, ,2023-05-17 11:49:28.795495
27, ,2023-05-17 11:49:29.582575, 
 ,27, ,2023-05-17 11:49:30.138083
28, ,2023-05-17 11:49:31.022994, 
 ,28, ,2023-05-17 11:49:32.023201
29, ,2023-05-17 11:49:32.791378, 
 ,29, ,2023-05-17 11:49:33.276409
