dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:39:14.726107, 
 ,1, ,2023-05-15 13:39:15.068433
2, ,2023-05-15 13:39:16.280719, 
 ,2, ,2023-05-15 13:39:17.038883
3, ,2023-05-15 13:39:19.087368, 
 ,3, ,2023-05-15 13:39:19.380041
4, ,2023-05-15 13:39:20.481689, 
 ,4, ,2023-05-15 13:39:20.663251
5, ,2023-05-15 13:39:21.128691, 
 ,5, ,2023-05-15 13:39:21.502996
6, ,2023-05-15 13:39:22.677072, 
 ,6, ,2023-05-15 13:39:22.993067
7, ,2023-05-15 13:39:24.195540, 
 ,7, ,2023-05-15 13:39:24.531079
