dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 13:22:47.104457, 
 ,1, ,2023-05-17 13:22:47.233730
2, ,2023-05-17 13:22:49.120065, 
 ,2, ,2023-05-17 13:22:49.122152
3, ,2023-05-17 13:22:50.604418, 
 ,3, ,2023-05-17 13:22:50.806097
4, ,2023-05-17 13:22:52.069994, 
 ,4, ,2023-05-17 13:22:52.414315
5, ,2023-05-17 13:22:53.846667, 
 ,5, ,2023-05-17 13:22:54.027576
6, ,2023-05-17 13:22:57.100993, 
 ,6, ,2023-05-17 13:22:57.286848
7, ,2023-05-17 13:22:58.850571, 
 ,7, ,2023-05-17 13:22:59.009895
8, ,2023-05-17 13:23:00.243341, 
 ,8, ,2023-05-17 13:23:00.608153
9, ,2023-05-17 13:23:02.073304, 
 ,9, ,2023-05-17 13:23:02.320927
10, ,2023-05-17 13:23:05.450691, 
 ,10, ,2023-05-17 13:23:05.566575
11, ,2023-05-17 13:23:08.621447, 
 ,11, ,2023-05-17 13:23:08.967474
12, ,2023-05-17 13:23:11.871856, 
 ,12, ,2023-05-17 13:23:12.205610
13, ,2023-05-17 13:23:13.666254, 
 ,13, ,2023-05-17 13:23:14.100276
14, ,2023-05-17 13:23:15.232230, 
 ,14, ,2023-05-17 13:23:15.715061
15, ,2023-05-17 13:23:16.961002, 
 ,15, ,2023-05-17 13:23:17.263450
16, ,2023-05-17 13:23:18.602717, 
 ,16, ,2023-05-17 13:23:18.947658
