dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 15:40:57.831481, 
 ,1, ,2023-05-16 15:40:58.723939
2, ,2023-05-16 15:41:00.596872, 
 ,2, ,2023-05-16 15:41:01.464424
3, ,2023-05-16 15:41:03.126679, 
 ,3, ,2023-05-16 15:41:03.958068
4, ,2023-05-16 15:41:06.018900, 
 ,4, ,2023-05-16 15:41:09.957999
5, ,2023-05-16 15:41:11.804186, 
 ,5, ,2023-05-16 15:41:13.069331
6, ,2023-05-16 15:41:14.148177, 
 ,6, ,2023-05-16 15:41:15.032735
7, ,2023-05-16 15:41:16.905834, 
 ,7, ,2023-05-16 15:41:17.684713
8, ,2023-05-16 15:41:19.498442, 
 ,8, ,2023-05-16 15:41:20.351932
9, ,2023-05-16 15:41:22.244274, 
 ,9, ,2023-05-16 15:41:23.056852
10, ,2023-05-16 15:41:25.223439, 
 ,10, ,2023-05-16 15:41:25.918686
11, ,2023-05-16 15:41:27.628359, 
 ,11, ,2023-05-16 15:41:28.598381
12, ,2023-05-16 15:41:30.529086, 
 ,12, ,2023-05-16 15:41:32.072587
13, ,2023-05-16 15:41:33.425492, 
 ,13, ,2023-05-16 15:41:34.456480
14, ,2023-05-16 15:41:36.143804, 
 ,14, ,2023-05-16 15:41:37.049757
15, ,2023-05-16 15:41:39.062692, 
 ,15, ,2023-05-16 15:41:40.010048
16, ,2023-05-16 15:41:41.652268, 
 ,16, ,2023-05-16 15:41:42.443626
17, ,2023-05-16 15:41:45.142471, 
