dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 16:32:38.233563, 
 ,1, ,2023-05-17 16:32:38.456644
2, ,2023-05-17 16:32:40.695490, 
 ,2, ,2023-05-17 16:32:40.959879
3, ,2023-05-17 16:32:41.428923, 
 ,3, ,2023-05-17 16:32:41.591937
4, ,2023-05-17 16:32:43.526048, 
 ,4, ,2023-05-17 16:32:43.768962
5, ,2023-05-17 16:32:44.642923, 
 ,5, ,2023-05-17 16:32:44.907134
6, ,2023-05-17 16:32:46.757444, 
 ,6, ,2023-05-17 16:32:46.981896
7, ,2023-05-17 16:32:49.260752, 
 ,7, ,2023-05-17 16:32:49.505708
8, ,2023-05-17 16:32:51.777594, 
 ,8, ,2023-05-17 16:32:51.980592
9, ,2023-05-17 16:32:52.713649, 
 ,9, ,2023-05-17 16:32:52.896408
10, ,2023-05-17 16:32:56.129017, 
 ,10, ,2023-05-17 16:32:56.555080
11, ,2023-05-17 16:32:57.439882, 
 ,11, ,2023-05-17 16:32:57.684046
12, ,2023-05-17 16:32:58.619052, 
 ,12, ,2023-05-17 16:32:58.843238
13, ,2023-05-17 16:33:00.419306, 
 ,13, ,2023-05-17 16:33:00.643339
14, ,2023-05-17 16:33:02.575316, 
 ,14, ,2023-05-17 16:33:02.839209
15, ,2023-05-17 16:33:03.714009, 
 ,15, ,2023-05-17 16:33:03.998352
16, ,2023-05-17 16:33:06.013917, 
 ,16, ,2023-05-17 16:33:06.277750
