dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 12:17:18.041769, 
 ,1, ,2023-05-17 12:17:18.363946
2, ,2023-05-17 12:17:19.477578, 
 ,2, ,2023-05-17 12:17:19.902808
3, ,2023-05-17 12:17:20.855734, 
 ,3, ,2023-05-17 12:17:21.525190
4, ,2023-05-17 12:17:22.416134, 
 ,4, ,2023-05-17 12:17:23.106377
5, ,2023-05-17 12:17:24.118209, 
 ,5, ,2023-05-17 12:17:24.725423
6, ,2023-05-17 12:17:25.676217, 
 ,6, ,2023-05-17 12:17:26.606170
7, ,2023-05-17 12:17:27.539183, 
 ,7, ,2023-05-17 12:17:28.186879
8, ,2023-05-17 12:17:29.160178, 
 ,8, ,2023-05-17 12:17:29.868591
9, ,2023-05-17 12:17:30.617118, 
 ,9, ,2023-05-17 12:17:31.467179
10, ,2023-05-17 12:17:32.590608, 
 ,10, ,2023-05-17 12:17:33.219786
11, ,2023-05-17 12:17:34.514188, 
 ,11, ,2023-05-17 12:17:34.838137
12, ,2023-05-17 12:17:36.113060, 
 ,12, ,2023-05-17 12:17:36.537493
13, ,2023-05-17 12:17:37.682345, 
 ,13, ,2023-05-17 12:17:38.248699
14, ,2023-05-17 12:17:39.442007, 
 ,14, ,2023-05-17 12:17:39.946610
15, ,2023-05-17 12:17:41.161190, 
 ,15, ,2023-05-17 12:17:41.444750
16, ,2023-05-17 12:17:42.506132, 
 ,16, ,2023-05-17 12:17:43.095748
17, ,2023-05-17 12:17:44.086518, 
 ,17, ,2023-05-17 12:17:44.632328
18, ,2023-05-17 12:17:45.685041, 
 ,18, ,2023-05-17 12:17:46.534956
19, ,2023-05-17 12:17:47.506996, 
 ,19, ,2023-05-17 12:17:48.175200
20, ,2023-05-17 12:17:49.207930, 
 ,20, ,2023-05-17 12:17:49.794202
21, ,2023-05-17 12:17:50.805677, 
 ,21, ,2023-05-17 12:17:51.494227
22, ,2023-05-17 12:17:52.586773, 
 ,22, ,2023-05-17 12:17:53.051873
23, ,2023-05-17 12:17:53.943268, 
 ,23, ,2023-05-17 12:17:54.712689
24, ,2023-05-17 12:17:55.761860, 
 ,24, ,2023-05-17 12:17:56.340514
25, ,2023-05-17 12:17:57.460346, 
 ,25, ,2023-05-17 12:17:57.986468
26, ,2023-05-17 12:17:59.058995, 
 ,26, ,2023-05-17 12:17:59.665859
27, ,2023-05-17 12:18:00.685594, 
 ,27, ,2023-05-17 12:18:01.251154
28, ,2023-05-17 12:18:02.322859, 
 ,28, ,2023-05-17 12:18:02.989688
29, ,2023-05-17 12:18:04.163708, 
 ,29, ,2023-05-17 12:18:04.830639
30, ,2023-05-17 12:18:05.658580, 
 ,30, ,2023-05-17 12:18:06.405907
31, ,2023-05-17 12:18:07.946037, 
 ,31, ,2023-05-17 12:18:08.188314
32, ,2023-05-17 12:18:09.099959, 
 ,32, ,2023-05-17 12:18:09.809321
