dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 12:16:05.575860, 
 ,1, ,2023-05-17 12:16:05.737309
2, ,2023-05-17 12:16:06.621153, 
 ,2, ,2023-05-17 12:16:06.901678
3, ,2023-05-17 12:16:07.933841, 
 ,3, ,2023-05-17 12:16:08.762807
4, ,2023-05-17 12:16:09.963984, 
 ,4, ,2023-05-17 12:16:10.317636
5, ,2023-05-17 12:16:11.391338, 
 ,5, ,2023-05-17 12:16:11.998892
6, ,2023-05-17 12:16:12.961022, 
 ,6, ,2023-05-17 12:16:13.548918
7, ,2023-05-17 12:16:14.837374, 
 ,7, ,2023-05-17 12:16:15.342923
8, ,2023-05-17 12:16:16.497350, 
 ,8, ,2023-05-17 12:16:16.841934
9, ,2023-05-17 12:16:17.934582, 
 ,9, ,2023-05-17 12:16:18.461596
10, ,2023-05-17 12:16:19.474898, 
 ,10, ,2023-05-17 12:16:20.040389
11, ,2023-05-17 12:16:21.253970, 
 ,11, ,2023-05-17 12:16:21.801198
12, ,2023-05-17 12:16:22.834089, 
 ,12, ,2023-05-17 12:16:23.399595
13, ,2023-05-17 12:16:24.453583, 
 ,13, ,2023-05-17 12:16:24.999968
14, ,2023-05-17 12:16:26.134254, 
 ,14, ,2023-05-17 12:16:26.730719
15, ,2023-05-17 12:16:27.763117, 
 ,15, ,2023-05-17 12:16:28.350384
16, ,2023-05-17 12:16:29.445258, 
 ,16, ,2023-05-17 12:16:30.071545
17, ,2023-05-17 12:16:31.265949, 
 ,17, ,2023-05-17 12:16:31.731720
18, ,2023-05-17 12:16:32.722015, 
 ,18, ,2023-05-17 12:16:33.288365
19, ,2023-05-17 12:16:34.321615, 
 ,19, ,2023-05-17 12:16:35.009384
20, ,2023-05-17 12:16:35.858237, 
 ,20, ,2023-05-17 12:16:36.639591
21, ,2023-05-17 12:16:37.671368, 
 ,21, ,2023-05-17 12:16:38.459897
22, ,2023-05-17 12:16:39.410801, 
 ,22, ,2023-05-17 12:16:40.036598
23, ,2023-05-17 12:16:40.966735, 
 ,23, ,2023-05-17 12:16:41.716031
24, ,2023-05-17 12:16:42.586433, 
 ,24, ,2023-05-17 12:16:43.314604
25, ,2023-05-17 12:16:44.305488, 
 ,25, ,2023-05-17 12:16:45.032636
26, ,2023-05-17 12:16:45.902168, 
 ,26, ,2023-05-17 12:16:46.610699
27, ,2023-05-17 12:16:47.624027, 
28, ,2023-05-17 12:16:48.352615, 
