latency,RSSI,attn1,attn2,TIMESTAMP 
430,-90,[60],[2022],-107374182,32,2023-04-05 16:19:38.882385 
363,-80,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83]",-107374182,23,2023-04-05 16:20:20.707936
362,-82,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80]",-107374182,23,2023-04-05 16:20:20.982009
362,-82,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78]",-107374182,24,2023-04-05 16:20:21.247478
361,-83,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76]",-107374182,25,2023-04-05 16:20:21.503245
359,-83,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74]",-107374182,26,2023-04-05 16:20:21.796120
358,-84,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72]",-107374182,27,2023-04-05 16:20:22.082078
358,-86,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70]",-107374182,27,2023-04-05 16:20:22.359983
356,-86,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68]",-107374182,28,2023-04-05 16:20:22.604012
357,-87,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41, 37]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68, 67]",-107374182,29,2023-04-05 16:20:22.879787
352,-87,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41, 37, 37]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68, 67, 65]",-107374182,30,2023-04-05 16:20:23.175211
355,-88,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41, 37, 37, 41]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68, 67, 65, 63]",-107374182,31,2023-04-05 16:20:23.458398
350,-89,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41, 37, 37, 41, 38]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68, 67, 65, 63, 62]",-107374182,31,2023-04-05 16:20:23.701449
352,-89,"[60, 41, 40, 54, 59, 50, 46, 41, 48, 40, 48, 48, 40, 34, 121, 118, 40, 38, 71, 71, 34, 45, 41, 38, 48, 53, 41, 37, 41, 43, 55, 53, 51, 39, 35, 41, 51, 38, 39, 49, 34, 34, 48, 49, 39, 41, 76, 422, 1033, 5006, 9946, 3923, 3439, 11490, 10655, 1972, 47, 39, 62, 58, 47, 40, 55, 60, 53, 41, 42, 48, 41, 41, 49, 50, 37, 40, 41, 53, 50, 40, 40, 37, 38, 75, 72, 47, 119, 113, 108, 38, 51, 49, 37, 42, 41, 51, 41, 40, 48, 52, 39, 38, 47, 39, 41, 39, 38, 41, 52, 51, 71, 45, 41, 52, 78, 64, 65, 49, 622, 624, 597, 800, 1711, 1132, 41, 46, 35, 49, 38, 52, 41, 39, 39, 52, 51, 39, 35, 37, 40, 67, 41, 34, 38, 39, 41, 53, 61, 51, 55, 41, 51, 41, 37, 35, 39, 38, 48, 49, 35, 41, 36, 49, 53, 41, 37, 37, 41, 38, 51]","[2022, 1761, 1628, 1536, 1448, 1366, 1263, 1192, 1103, 1041, 964, 910, 842, 795, 743, 695, 659, 622, 578, 537, 508, 481, 448, 424, 401, 374, 354, 336, 313, 298, 283, 264, 247, 235, 224, 210, 200, 190, 179, 169, 161, 152, 145, 139, 132, 127, 123, 128, 166, 356, 1070, 1352, 1459, 1905, 2479, 2631, 2439, 2253, 2124, 2002, 1851, 1745, 1645, 1552, 1435, 1353, 1276, 1204, 1136, 1052, 974, 919, 867, 803, 759, 717, 677, 640, 593, 561, 521, 494, 460, 436, 415, 393, 376, 359, 340, 317, 301, 281, 268, 254, 242, 230, 220, 206, 196, 184, 173, 165, 156, 149, 141, 133, 128, 121, 117, 113, 109, 105, 101, 99, 97, 95, 110, 150, 186, 221, 299, 380, 373, 347, 330, 313, 292, 278, 264, 251, 238, 227, 213, 203, 193, 182, 171, 164, 157, 150, 144, 137, 130, 125, 121, 118, 113, 108, 103, 100, 96, 92, 89, 86, 83, 80, 78, 76, 74, 72, 70, 68, 67, 65, 63, 62, 61]",-107374182,32,2023-04-05 16:20:23.964049
