dropout,TIMESTAMP
1,2023-03-15 13:42:25.623098
2,2023-03-15 13:42:26.240552
3,2023-03-15 13:42:26.653997
4,2023-03-15 13:42:27.773955
5,2023-03-15 13:42:27.908778
6,2023-03-15 13:42:28.284783
