latency,RSSI,filtered latency,TIMESTAMP,Drop?
345,-87,1048,0.0,0
342,-90,916,0.3654240000032587,0
343,-92,848,0.691131999999925,0
340,-94,771,1.047125999997661,0
340,-95,702,1.4114009999975679,0
337,-98,651,1.7315900000030524,0
335,-100,610,1.997029999998631,0
259,-101,600,2.2768270000015036,0
162,-101,805,2.548603000002913,0
220,-101,1437,2.828741999997874,1
220,-105,1746,3.08447800000431,1
220,-104,1893,3.3305709999985993,1
220,-104,1811,3.5763329999972484,1
220,-104,1705,3.8249910000013188,1
220,-104,1605,4.060022999998182,1
220,-104,1510,4.3243339999971795,1
220,-104,1393,4.597545000004175,1
220,-104,1311,4.851086000002397,1
220,-104,1209,5.144261000001279,1
220,-104,1115,5.464888000002247,1
220,-104,1029,5.74301800000103,1
220,-104,968,6.034687999999733,1
220,-104,893,6.348070000000007,1
220,-104,824,6.637613999999303,1
220,-103,775,6.877336999998079,1
220,-103,715,7.1621870000017225,1
220,-101,884,7.458059999997204,1
229,-101,1141,7.70853299999726,1
241,-96,1546,7.987800000002608,1
216,-97,2317,8.248833999998169,1
224,-96,2722,8.501906999998027,1
226,-95,2652,8.842004999998608,0
225,-95,2500,9.088340000002063,0
227,-93,2357,9.333674000001338,0
226,-89,2223,9.599805999998352,0
226,-87,2055,9.873246000002837,0
225,-86,1938,10.130533000003197,0
226,-85,1826,10.381362000000081,0
226,-83,1722,10.637672000004386,0
225,-82,1591,10.892972000001464,0
226,-80,1500,11.131524000003992,0
225,-81,1414,11.36591000000044,0
227,-82,1334,11.615255000004254,0
225,-83,1258,11.864330000003974,0
227,-81,1186,12.115642999997362,0
223,-84,1098,12.389435999997659,0
219,-85,1036,12.621959000003699,0
227,-87,979,12.848358000002918,0
227,-90,926,13.073565999999119,0
226,-93,876,13.32016200000362,0
223,-95,828,13.54806500000268,0
224,-96,782,13.780831000003673,0
224,-98,739,14.046540000003006,0
222,-98,699,14.282984999998007,0
212,-98,663,14.523345000001427,0
225,-99,628,14.77342299999873,0
208,-100,593,14.997928000004322,0
149,-102,584,15.27288199999748,0
43,-104,717,15.526451999998244,0
43,-103,989,15.777606000003289,1
43,-103,1141,16.040945000000647,1
43,-103,1079,16.284977000002982,1
43,-105,1015,16.53875700000208,1
43,-104,956,16.793320999997377,1
43,-104,881,17.04752400000143,1
43,-104,830,17.278618000003917,1
43,-104,781,17.511545000001206,1
43,-104,735,17.77544499999931,1
43,-104,692,18.020716999999422,1
43,-104,638,18.297355000002426,1
43,-104,600,18.511060000004363,1
43,-104,565,18.76614800000243,1
43,-104,532,18.99140500000067,1
43,-104,501,19.210186000003887,1
43,-104,471,19.462273999997706,1
43,-104,443,19.69970900000044,1
43,-102,417,19.963794000002963,1
43,-102,393,20.18974800000433,1
43,-102,370,20.41868300000351,1
43,-103,348,20.681456999998773,1
220,-101,593,20.915633000004163,1
220,-102,811,21.160603000003903,1
214,-99,1176,21.41315200000099,1
458,-98,2384,21.670203000001493,0
468,-98,3590,21.919709000001603,0
470,-96,3848,22.176275999998325,0
469,-91,3554,22.440043000002333,0
471,-92,3349,22.688325000002806,0
470,-91,3154,22.932481000003463,0
470,-89,2971,23.15714200000366,0
469,-89,2800,23.393434999998135,0
468,-85,2638,23.63549300000159,0
469,-83,2486,23.903418000001693,0
468,-81,2297,24.14188699999795,0
469,-81,2164,24.387048000004143,0
468,-80,2039,24.621273000004294,0
467,-80,1922,24.857249000000593,0
466,-80,1811,25.103267999998934,0
466,-81,1707,25.36062700000184,0
462,-83,1609,25.615301999998337,0
467,-84,1518,25.851792000001296,0
464,-85,1403,26.126438999999664,0
466,-88,1323,26.3633239999981,0
463,-89,1248,26.636343999998644,0
460,-90,1178,26.87141200000042,0
462,-91,1111,27.12942800000019,0
462,-92,1049,27.37536099999852,0
461,-94,990,27.65140899999824,0
460,-97,917,27.904814000001352,0
460,-96,865,28.173366000002716,0
449,-99,817,28.408620000001974,0
400,-103,791,28.67193199999747,0
320,-105,1122,28.898733000001812,0
320,-104,2384,29.164285999999265,0
320,-103,3491,29.389525999999023,1
320,-103,3620,29.663227999997616,1
320,-103,3414,29.890140000003157,1
320,-103,3213,30.135626000002958,1
320,-103,3024,30.389549999999872,1
320,-103,2846,30.648324000001594,1
320,-103,2625,30.896827999997186,1
320,-103,2471,31.133631999997306,1
320,-103,2325,31.377039999999397,1
320,-103,2189,31.620687000002363,1
320,-103,2019,31.886771999998018,1
320,-103,1900,32.14673000000039,1
320,-103,1788,32.38136200000008,1
320,-103,1683,32.616321000001335,1
320,-104,1584,32.83121899999969,1
320,-106,1491,33.07600600000296,1
320,-104,1403,33.3120740000013,1
320,-103,1321,33.55597700000362,1
320,-103,1243,33.832587999997486,1
177,-103,1287,34.07580299999972,1
139,-100,1464,34.3358040000021,1
232,-96,1778,34.57108999999764,0
373,-98,2296,34.81599699999788,0
371,-96,2652,35.08189300000231,0
369,-93,2534,35.33723599999939,0
372,-93,2387,35.591652000002796,0
372,-91,2249,35.82793400000082,0
366,-90,2119,36.09765899999911,0
370,-87,1959,36.36304899999959,0
371,-87,1847,36.60667999999714,0
372,-88,1741,36.862075999997614,0
372,-86,1641,37.08599700000195,0
371,-88,1547,37.33925499999896,0
372,-85,1458,37.58583499999804,0
369,-84,1349,37.864596999999776,0
369,-81,1272,38.13288199999806,0
372,-83,1178,38.38849499999924,0
371,-82,1115,38.664504000000306,0
369,-86,1035,38.918368999999075,0
370,-86,978,39.182221000002755,0
368,-87,923,39.430984999999055,0
368,-88,856,39.72210900000209,0
369,-89,809,39.95719600000302,0
369,-91,750,40.25531900000351,0
367,-93,695,40.549682000004395,0
365,-93,657,40.795453999999154,0
366,-95,621,41.06373899999744,0
361,-96,576,41.328786999998556,0
365,-99,545,41.595743999998376,0
359,-99,516,41.84078299999965,0
324,-101,500,42.10784099999728,0
187,-102,860,42.3630090000006,0
187,-105,1749,42.60877099999925,1
187,-104,2206,42.8539380000002,1
187,-105,2120,43.090242999998736,1
187,-104,1996,43.33563899999717,1
187,-104,1878,43.559401999998954,1
187,-104,1768,43.817721999999776,1
187,-104,1664,44.05218500000046,1
187,-104,1566,44.306532000002335,1
187,-104,1444,44.594300000004296,1
187,-104,1332,44.959302000002936,1
187,-104,1204,45.3022490000003,1
187,-104,1088,45.73335500000394,1
187,-104,984,46.05215899999894,1
187,-104,907,46.40349199999764,1
187,-104,837,46.696921000002476,1
187,-102,772,47.020400000001246,1
184,-102,863,47.29117000000406,1
219,-98,1166,47.59653799999796,1
223,-97,2210,47.87636700000439,1
222,-96,3477,48.15561899999739,0
224,-96,3733,48.48068500000227,0
226,-93,3447,48.74503399999958,0
225,-92,3248,48.99205500000244,0
225,-90,3060,49.24764200000209,0
225,-89,2883,49.49391900000046,0
227,-87,2716,49.75143000000389,0
225,-86,2559,50.01822800000082,0
221,-85,2364,50.28635000000213,0
225,-83,2184,50.5863079999981,0
225,-81,2058,50.83417400000326,0
226,-80,1939,51.07698099999834,0
225,-80,1792,51.38601500000368,0
220,-79,1657,51.662640000002284,0
227,-81,1563,51.92611400000169,0
226,-85,1474,52.168604999998934,0
224,-88,1389,52.41666200000327,0
225,-88,1310,52.67229100000259,0
225,-91,1236,52.929057000001194,0
224,-91,1165,53.21592000000237,0
224,-90,1078,53.51938700000028,0
222,-91,998,53.783367000003636,0
224,-92,942,54.00824200000352,0
211,-96,889,54.29781599999842,0
224,-96,823,54.563938999999664,0
219,-97,778,54.83931400000438,0
217,-97,725,55.08603900000162,0
201,-100,692,55.338583999997354,0
96,-102,720,55.577462000001105,0
96,-103,971,55.81208999999944,0
220,-101,1218,56.06527600000118,1
220,-105,1462,56.35366200000135,1
220,-104,1583,56.57942200000252,1
220,-104,1494,56.82941700000083,1
220,-104,1406,57.05715500000224,1
220,-104,1324,57.32974000000104,1
220,-104,1246,57.57424899999751,1
220,-104,1172,57.79183400000329,1
220,-104,1103,58.057864000002155,1
220,-104,1039,58.302002000003995,1
220,-104,977,58.53924099999858,1
220,-104,920,58.78315999999904,1
220,-104,866,59.02916099999857,1
220,-104,799,59.3012910000034,1
220,-104,752,59.52386600000318,1
220,-106,707,59.75823500000115,1
220,-103,666,60.00552299999981,1
220,-104,627,60.24985700000252,1
220,-102,578,60.52420600000187,1
220,-102,544,60.77086000000418,1
213,-100,816,61.04702600000019,1
415,-98,1775,61.282844000001205,0
470,-94,2927,61.52639099999942,0
466,-97,3269,61.77386500000284,0
472,-93,3100,62.05075400000351,0
472,-91,2864,62.2969099999973,0
472,-91,2698,62.53771599999891,0
473,-88,2542,62.82156599999871,0
468,-87,2395,63.05716499999835,0
472,-86,2257,63.28087400000368,0
467,-84,2126,63.52884600000107,0
471,-83,2004,63.761805000001914,0
463,-81,1889,64.01614400000108,0
470,-81,1783,64.26434200000222,0
471,-80,1682,64.56789099999878,0
469,-80,1527,64.933517999998,0
468,-82,1333,65.44413100000384,0
461,-84,1212,65.82195099999808,0
