dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-03 17:02:02.246568, 
 ,1, ,2023-05-03 17:02:05.290528
2, ,2023-05-03 17:02:08.621030, 
 ,2, ,2023-05-03 17:02:11.645696
3, ,2023-05-03 17:02:14.762725, 
 ,3, ,2023-05-03 17:02:18.161603
4, ,2023-05-03 17:02:21.232877, 
 ,4, ,2023-05-03 17:02:24.087267
5, ,2023-05-03 17:02:27.627292, 
 ,5, ,2023-05-03 17:02:30.315030
6, ,2023-05-03 17:02:33.803075, 
 ,6, ,2023-05-03 17:02:37.127844
7, ,2023-05-03 17:02:40.192066, 
 ,7, ,2023-05-03 17:02:43.105211
8, ,2023-05-03 17:02:46.371490, 
 ,8, ,2023-05-03 17:02:49.325583
9, ,2023-05-03 17:02:52.576971, 
 ,9, ,2023-05-03 17:02:56.051554
10, ,2023-05-03 17:02:59.176375, 
 ,10, ,2023-05-03 17:03:01.947485
11, ,2023-05-03 17:03:05.455936, 
 ,11, ,2023-05-03 17:03:08.754112
