dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-03 16:52:20.958367, 
 ,1, ,2023-05-03 16:52:23.637232
2, ,2023-05-03 16:52:27.356477, 
 ,2, ,2023-05-03 16:52:29.873355
3, ,2023-05-03 16:52:33.503385, 
 ,3, ,2023-05-03 16:52:36.256047
4, ,2023-05-03 16:52:40.108706, 
 ,4, ,2023-05-03 16:52:42.409396
5, ,2023-05-03 16:52:46.390547, 
 ,5, ,2023-05-03 16:52:48.865359
6, ,2023-05-03 16:52:52.516033, 
 ,6, ,2023-05-03 16:52:55.238921
7, ,2023-05-03 16:52:58.922511, 
 ,7, ,2023-05-03 16:53:01.629764
8, ,2023-05-03 16:53:05.294346, 
 ,8, ,2023-05-03 16:53:07.698763
9, ,2023-05-03 16:53:11.441815, 
 ,9, ,2023-05-03 16:53:14.113212
10, ,2023-05-03 16:53:17.821746, 
 ,10, ,2023-05-03 16:53:20.403131
