dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 15:28:48.567778, 
 ,1, ,2023-05-16 15:28:49.718031
2, ,2023-05-16 15:28:51.743921, 
 ,2, ,2023-05-16 15:28:52.800877
3, ,2023-05-16 15:28:54.550395, 
 ,3, ,2023-05-16 15:28:55.382337
4, ,2023-05-16 15:28:56.911247, 
 ,4, ,2023-05-16 15:28:57.863846
5, ,2023-05-16 15:29:00.000775, 
 ,5, ,2023-05-16 15:29:00.866537
6, ,2023-05-16 15:29:03.057731, 
 ,6, ,2023-05-16 15:29:03.688189
7, ,2023-05-16 15:29:05.325840, 
 ,7, ,2023-05-16 15:29:06.347716
8, ,2023-05-16 15:29:07.958957, 
 ,8, ,2023-05-16 15:29:09.080368
9, ,2023-05-16 15:29:11.165512, 
 ,9, ,2023-05-16 15:29:12.014861
10, ,2023-05-16 15:29:13.688244, 
 ,10, ,2023-05-16 15:29:14.614476
11, ,2023-05-16 15:29:16.772178, 
 ,11, ,2023-05-16 15:29:17.603720
12, ,2023-05-16 15:29:19.349888, 
 ,12, ,2023-05-16 15:29:20.166795
13, ,2023-05-16 15:29:22.213887, 
 ,13, ,2023-05-16 15:29:23.083304
14, ,2023-05-16 15:29:24.829142, 
 ,14, ,2023-05-16 15:29:25.623220
15, ,2023-05-16 15:29:27.717414, 
 ,15, ,2023-05-16 15:29:28.416058
