dropout,TIMESTAMP
1,2023-03-15 13:41:33.199374
2,2023-03-15 13:41:35.074634
3,2023-03-15 13:41:37.886175
4,2023-03-15 13:41:38.035891
5,2023-03-15 13:41:38.179561
6,2023-03-15 13:41:38.323992
7,2023-03-15 13:41:38.456479
8,2023-03-15 13:41:38.614253
9,2023-03-15 13:41:38.753514
10,2023-03-15 13:41:38.907271
11,2023-03-15 13:41:39.022746
