dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:47:00.244449, 
 ,1, ,2023-05-15 13:47:00.537365
2, ,2023-05-15 13:47:01.864268, 
 ,2, ,2023-05-15 13:47:02.166785
3, ,2023-05-15 13:47:03.569183, 
 ,3, ,2023-05-15 13:47:04.135912
4, ,2023-05-15 13:47:05.660019, 
 ,4, ,2023-05-15 13:47:06.084670
5, ,2023-05-15 13:47:08.112219, 
 ,5, ,2023-05-15 13:47:08.452368
6, ,2023-05-15 13:47:10.305750, 
 ,6, ,2023-05-15 13:47:10.641430
7, ,2023-05-15 13:47:11.979221, 
 ,7, ,2023-05-15 13:47:12.263625
8, ,2023-05-15 13:47:13.705995, 
 ,8, ,2023-05-15 13:47:14.071519
9, ,2023-05-15 13:47:14.801831, 
 ,9, ,2023-05-15 13:47:15.194460
10, ,2023-05-15 13:47:16.447619, 
 ,10, ,2023-05-15 13:47:16.690339
11, ,2023-05-15 13:47:18.195521, 
 ,11, ,2023-05-15 13:47:18.458973
12, ,2023-05-15 13:47:19.814257, 
 ,12, ,2023-05-15 13:47:20.033767
13, ,2023-05-15 13:47:21.499758, 
 ,13, ,2023-05-15 13:47:21.722018
14, ,2023-05-15 13:47:22.209267, 
 ,14, ,2023-05-15 13:47:22.626169
15, ,2023-05-15 13:47:23.652739, 
 ,15, ,2023-05-15 13:47:23.995086
16, ,2023-05-15 13:47:25.197589, 
 ,16, ,2023-05-15 13:47:25.521905
17, ,2023-05-15 13:47:27.049586, 
 ,17, ,2023-05-15 13:47:27.353750
18, ,2023-05-15 13:47:28.768223, 
 ,18, ,2023-05-15 13:47:29.068917
19, ,2023-05-15 13:47:30.557503, 
 ,19, ,2023-05-15 13:47:31.005038
20, ,2023-05-15 13:47:32.090274, 
 ,20, ,2023-05-15 13:47:32.455000
21, ,2023-05-15 13:47:33.886552, 
 ,21, ,2023-05-15 13:47:34.589933
22, ,2023-05-15 13:47:36.053489, 
 ,22, ,2023-05-15 13:47:36.416966
23, ,2023-05-15 13:47:37.714650, 
 ,23, ,2023-05-15 13:47:38.019220
24, ,2023-05-15 13:47:38.343770, 
 ,24, ,2023-05-15 13:47:38.861855
25, ,2023-05-15 13:47:39.958323, 
 ,25, ,2023-05-15 13:47:40.191370
26, ,2023-05-15 13:47:41.680235, 
 ,26, ,2023-05-15 13:47:42.116305
27, ,2023-05-15 13:47:43.887178, 
 ,27, ,2023-05-15 13:47:44.173788
28, ,2023-05-15 13:47:45.531795, 
 ,28, ,2023-05-15 13:47:45.935476
29, ,2023-05-15 13:47:47.260095, 
 ,29, ,2023-05-15 13:47:47.536106
30, ,2023-05-15 13:47:48.977760, 
 ,30, ,2023-05-15 13:47:49.237522
