dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 15:10:56.023480, 
 ,1, ,2023-05-17 15:10:56.854326
2, ,2023-05-17 15:10:57.887528, 
 ,2, ,2023-05-17 15:10:58.918314
3, ,2023-05-17 15:11:00.333977, 
 ,3, ,2023-05-17 15:11:01.082944
4, ,2023-05-17 15:11:02.095544, 
 ,4, ,2023-05-17 15:11:03.066365
5, ,2023-05-17 15:11:04.461699, 
 ,5, ,2023-05-17 15:11:05.392311
6, ,2023-05-17 15:11:06.959698, 
 ,6, ,2023-05-17 15:11:07.202870
7, ,2023-05-17 15:11:09.116488, 
 ,7, ,2023-05-17 15:11:09.843667
8, ,2023-05-17 15:11:10.267965, 
 ,8, ,2023-05-17 15:11:10.450009
9, ,2023-05-17 15:11:11.126624, 
 ,9, ,2023-05-17 15:11:11.450231
