dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-15 13:39:36.810791, 
 ,1, ,2023-05-15 13:39:36.941551
2, ,2023-05-15 13:39:38.920512, 
 ,2, ,2023-05-15 13:39:39.172692
3, ,2023-05-15 13:39:40.667424, 
 ,3, ,2023-05-15 13:39:41.022539
4, ,2023-05-15 13:39:41.709732, 
 ,4, ,2023-05-15 13:39:41.902811
5, ,2023-05-15 13:39:42.368061, 
 ,5, ,2023-05-15 13:39:42.612664
6, ,2023-05-15 13:39:43.251594, 
 ,6, ,2023-05-15 13:39:43.434429
7, ,2023-05-15 13:39:44.545130, 
 ,7, ,2023-05-15 13:39:44.767219
8, ,2023-05-15 13:39:46.193673, 
 ,8, ,2023-05-15 13:39:46.415950
9, ,2023-05-15 13:39:47.660445, 
 ,9, ,2023-05-15 13:39:48.014423
10, ,2023-05-15 13:39:49.308469, 
 ,10, ,2023-05-15 13:39:49.683809
11, ,2023-05-15 13:39:50.209145, 
 ,11, ,2023-05-15 13:39:50.431334
12, ,2023-05-15 13:39:51.676410, 
 ,12, ,2023-05-15 13:39:51.894280
13, ,2023-05-15 13:39:53.103808, 
 ,13, ,2023-05-15 13:39:53.479102
14, ,2023-05-15 13:39:54.954304, 
 ,14, ,2023-05-15 13:39:55.327650
15, ,2023-05-15 13:39:56.000527, 
 ,15, ,2023-05-15 13:39:56.238988
16, ,2023-05-15 13:39:56.957469, 
 ,16, ,2023-05-15 13:39:57.190655
17, ,2023-05-15 13:39:57.738512, 
 ,17, ,2023-05-15 13:39:57.853904
18, ,2023-05-15 13:39:59.638710, 
 ,18, ,2023-05-15 13:39:59.840545
19, ,2023-05-15 13:40:01.358108, 
 ,19, ,2023-05-15 13:40:01.620491
20, ,2023-05-15 13:40:03.028535, 
 ,20, ,2023-05-15 13:40:03.311441
21, ,2023-05-15 13:40:04.413072, 
 ,21, ,2023-05-15 13:40:04.757061
22, ,2023-05-15 13:40:06.313524, 
 ,22, ,2023-05-15 13:40:06.648523
23, ,2023-05-15 13:40:08.055079, 
 ,23, ,2023-05-15 13:40:08.389676
24, ,2023-05-15 13:40:09.600097, 
 ,24, ,2023-05-15 13:40:09.922903
25, ,2023-05-15 13:40:11.077034, 
 ,25, ,2023-05-15 13:40:11.582265
26, ,2023-05-15 13:40:12.936679, 
 ,26, ,2023-05-15 13:40:13.289974
27, ,2023-05-15 13:40:14.037462, 
 ,27, ,2023-05-15 13:40:14.178760
28, ,2023-05-15 13:40:15.209849, 
 ,28, ,2023-05-15 13:40:15.513850
29, ,2023-05-15 13:40:17.027977, 
 ,29, ,2023-05-15 13:40:17.271033
30, ,2023-05-15 13:40:18.542122, 
 ,30, ,2023-05-15 13:40:18.859353
31, ,2023-05-15 13:40:20.287798, 
 ,31, ,2023-05-15 13:40:20.601611
32, ,2023-05-15 13:40:21.581064, 
 ,32, ,2023-05-15 13:40:21.824379
33, ,2023-05-15 13:40:22.513176, 
 ,33, ,2023-05-15 13:40:22.685607
34, ,2023-05-15 13:40:23.776843, 
 ,34, ,2023-05-15 13:40:24.059659
35, ,2023-05-15 13:40:25.424412, 
 ,35, ,2023-05-15 13:40:25.666885
36, ,2023-05-15 13:40:27.048439, 
 ,36, ,2023-05-15 13:40:27.331124
