dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-17 16:29:58.330956, 
 ,1, ,2023-05-17 16:29:58.523835
2, ,2023-05-17 16:29:59.604554, 
 ,2, ,2023-05-17 16:29:59.950975
3, ,2023-05-17 16:30:01.111308, 
 ,3, ,2023-05-17 16:30:01.395430
4, ,2023-05-17 16:30:03.635607, 
 ,4, ,2023-05-17 16:30:03.858887
5, ,2023-05-17 16:30:04.530621, 
 ,5, ,2023-05-17 16:30:04.814050
6, ,2023-05-17 16:30:06.413717, 
 ,6, ,2023-05-17 16:30:06.595818
7, ,2023-05-17 16:30:07.226410, 
 ,7, ,2023-05-17 16:30:07.449616
8, ,2023-05-17 16:30:08.336926, 
 ,8, ,2023-05-17 16:30:08.539698
9, ,2023-05-17 16:30:09.201198, 
 ,9, ,2023-05-17 16:30:09.376051
10, ,2023-05-17 16:30:10.291339, 
 ,10, ,2023-05-17 16:30:10.433543
11, ,2023-05-17 16:30:11.288789, 
 ,11, ,2023-05-17 16:30:11.450666
12, ,2023-05-17 16:30:12.225077, 
 ,12, ,2023-05-17 16:30:12.509728
13, ,2023-05-17 16:30:14.567293, 
 ,13, ,2023-05-17 16:30:14.811978
14, ,2023-05-17 16:30:16.543594, 
 ,14, ,2023-05-17 16:30:16.889994
15, ,2023-05-17 16:30:17.858715, 
 ,15, ,2023-05-17 16:30:18.122544
16, ,2023-05-17 16:30:20.199910, 
 ,16, ,2023-05-17 16:30:20.443976
17, ,2023-05-17 16:30:22.479510, 
 ,17, ,2023-05-17 16:30:22.681568
18, ,2023-05-17 16:30:23.433117, 
 ,18, ,2023-05-17 16:30:23.738767
19, ,2023-05-17 16:30:25.623654, 
 ,19, ,2023-05-17 16:30:25.827153
20, ,2023-05-17 16:30:26.357552, 
 ,20, ,2023-05-17 16:30:26.641516
21, ,2023-05-17 16:30:28.711561, 
 ,21, ,2023-05-17 16:30:28.996497
22, ,2023-05-17 16:30:31.065196, 
 ,22, ,2023-05-17 16:30:31.308123
23, ,2023-05-17 16:30:32.306565, 
 ,23, ,2023-05-17 16:30:32.549752
24, ,2023-05-17 16:30:34.230422, 
 ,24, ,2023-05-17 16:30:34.495166
25, ,2023-05-17 16:30:35.494211, 
 ,25, ,2023-05-17 16:30:35.716936
26, ,2023-05-17 16:30:36.706208, 
 ,26, ,2023-05-17 16:30:36.970058
27, ,2023-05-17 16:30:37.927378, 
 ,27, ,2023-05-17 16:30:38.130509
28, ,2023-05-17 16:30:39.454101, 
 ,28, ,2023-05-17 16:30:39.760291
29, ,2023-05-17 16:30:40.575954, 
 ,29, ,2023-05-17 16:30:40.880620
30, ,2023-05-17 16:30:42.458199, 
 ,30, ,2023-05-17 16:30:42.743441
31, ,2023-05-17 16:30:44.548131, 
 ,31, ,2023-05-17 16:30:44.771288
32, ,2023-05-17 16:30:45.381588, 
 ,32, ,2023-05-17 16:30:45.563987
33, ,2023-05-17 16:30:46.278594, 
 ,33, ,2023-05-17 16:30:46.582734
34, ,2023-05-17 16:30:47.714384, 
 ,34, ,2023-05-17 16:30:47.897308
35, ,2023-05-17 16:30:49.499984, 
 ,35, ,2023-05-17 16:30:49.744293
36, ,2023-05-17 16:30:50.733491, 
 ,36, ,2023-05-17 16:30:50.957546
37, ,2023-05-17 16:30:53.261344, 
 ,37, ,2023-05-17 16:30:53.769604
38, ,2023-05-17 16:30:55.761326, 
 ,38, ,2023-05-17 16:30:56.033497
39, ,2023-05-17 16:30:58.526935, 
 ,39, ,2023-05-17 16:30:58.748419
40, ,2023-05-17 16:30:59.333950, 
 ,40, ,2023-05-17 16:30:59.798344
