dropout,return,DROPOUT TIMESTAMP,RETURN TIMESTAMP
1, ,2023-05-16 14:56:14.149015, 
 ,1, ,2023-05-16 14:56:15.150302
2, ,2023-05-16 14:56:16.148300, 
 ,2, ,2023-05-16 14:56:17.090032
3, ,2023-05-16 14:56:18.418513, 
 ,3, ,2023-05-16 14:56:19.307667
4, ,2023-05-16 14:56:20.916128, 
 ,4, ,2023-05-16 14:56:21.644192
5, ,2023-05-16 14:56:22.747773, 
 ,5, ,2023-05-16 14:56:23.644689
6, ,2023-05-16 14:56:25.240887, 
 ,6, ,2023-05-16 14:56:26.010375
7, ,2023-05-16 14:56:27.262855, 
 ,7, ,2023-05-16 14:56:28.021894
8, ,2023-05-16 14:56:29.436837, 
 ,8, ,2023-05-16 14:56:30.313855
9, ,2023-05-16 14:56:32.082229, 
 ,9, ,2023-05-16 14:56:32.667445
10, ,2023-05-16 14:56:34.050277, 
 ,10, ,2023-05-16 14:56:34.808508
11, ,2023-05-16 14:56:36.256167, 
 ,11, ,2023-05-16 14:56:37.071310
12, ,2023-05-16 14:56:38.424787, 
 ,12, ,2023-05-16 14:56:39.172616
13, ,2023-05-16 14:56:40.842406, 
 ,13, ,2023-05-16 14:56:41.603225
14, ,2023-05-16 14:56:42.778211, 
 ,14, ,2023-05-16 14:56:43.669625
15, ,2023-05-16 14:56:45.082443, 
 ,15, ,2023-05-16 14:56:45.850530
16, ,2023-05-16 14:56:47.201277, 
 ,16, ,2023-05-16 14:56:47.991969
17, ,2023-05-16 14:56:49.985514, 
 ,17, ,2023-05-16 14:56:50.288625
18, ,2023-05-16 14:56:51.691536, 
 ,18, ,2023-05-16 14:56:52.553763
19, ,2023-05-16 14:56:54.194851, 
 ,19, ,2023-05-16 14:56:55.035647
20, ,2023-05-16 14:56:56.296466, 
 ,20, ,2023-05-16 14:56:56.982811
21, ,2023-05-16 14:56:58.187403, 
 ,21, ,2023-05-16 14:56:59.166819
