dropout,TIMESTAMP
1,2023-03-06 12:17:41.176094
2,2023-03-06 12:17:43.746460
3,2023-03-06 12:17:46.821805
4,2023-03-06 12:17:49.522600
5,2023-03-06 12:17:51.418833
